"student_id","school_id","grade_level","gender","race_ethnicity","school_poverty_rate","gpa","suspensions","school_safety","teacher_support","parent_involvement"
392,"S500",9,"male","Asian",34.2,2.64,0,3.8,6,7
393,"S276",9,"female","Other",39,1.85,0,6.3,8.1,3.4
394,"S193",9,"female","Asian",15.1,2.88,1,6.3,4.8,8.5
395,"S152",11,"female","Asian",85.9,3.83,1,6,3.6,6
396,"S350",11,"male","Latino",91.5,1.94,0,6.9,6.7,2.8
397,"S079",9,"male","Latino",44.3,3.05,0,8.3,6.5,7.1
398,"S029",12,"male","Black",65.3,3.59,0,5.2,6.6,2.5
399,"S147",12,"female","Latino",77.8,2.36,1,6.8,7.2,4.4
400,"S189",10,"male","Other",54.7,2.85,0,3.6,8,5.6
401,"S375",9,"female","Latino",64.7,2.76,0,3.9,6.7,8.9
402,"S403",11,"female","Asian",90.4,2.46,0,7.8,5,2.6
403,"S465",9,"male","Latino",52.8,3.45,1,8.2,5.9,4.4
404,"S301",10,"male","Asian",66.4,2.57,0,5.4,5,3.6
405,"S470",12,"female","White",23.6,2.11,0,4.3,4.1,3.5
406,"S413",10,"male","Latino",47.8,3.16,1,6.2,4.7,2.6
407,"S493",10,"female","Asian",32.1,2.66,0,5.9,8.8,4.6
408,"S475",12,"female","White",15,2.19,0,6.7,4.8,5.5
409,"S201",12,"male","Other",46,3.15,0,5,6.7,4.9
410,"S263",10,"female","White",15.2,2.55,1,5.6,5.9,8.3
411,"S207",10,"female","Other",83.6,2.27,0,6.3,7.4,4.1
412,"S348",10,"female","Asian",26,2.84,0,7,4.8,9.3
413,"S270",10,"female","Black",10.8,2.32,0,5.8,5.5,8.3
414,"S054",9,"female","Other",90.5,3.4,1,6,5.3,4.9
415,"S436",9,"female","White",47,3.18,0,3.5,7,5.1
416,"S373",10,"female","Asian",10.6,2.71,1,5.4,6.6,5.2
417,"S431",11,"male","Other",51.4,2.43,0,5.4,5.5,2.3
418,"S410",9,"female","Other",59.7,3.2,0,4.4,8,4.1
419,"S293",12,"male","Asian",18.6,3.26,0,5.6,5.6,4.9
420,"S089",12,"male","White",41.7,3.48,1,4.8,6.9,4
421,"S201",12,"male","Latino",18.2,2.93,0,7.7,6.8,4.5
422,"S224",11,"male","Black",74.8,2.23,0,3.4,9.2,2.5
423,"S390",12,"female","White",78,2.7,0,8.5,8.9,4.6
424,"S493",9,"male","Other",62.2,2.36,0,7.7,7.5,6.5
425,"S209",10,"male","Asian",46.5,3.27,0,6.3,7.5,3.7
426,"S495",10,"female","Asian",66.3,3.12,0,7.9,6.1,3.4
427,"S250",10,"male","Latino",68.7,3.02,0,8.3,6,6.5
428,"S124",12,"male","Asian",59.5,2.95,0,5.5,5.8,4.9
429,"S280",11,"male","Asian",14.5,2.67,0,4.6,8.7,6.4
430,"S365",9,"female","Black",65.3,3.15,0,7.6,5.3,4.4
431,"S118",9,"female","Other",41.3,2.84,0,5.5,7.1,5.2
432,"S449",11,"male","Latino",79.6,3.59,0,7,8.3,2.3
433,"S193",9,"female","Other",61.4,3.07,0,6,5.8,3.9
434,"S468",12,"female","White",85.2,3.11,0,5.3,5.9,4.9
435,"S222",12,"nonbinary","Black",92.3,2.25,0,5.4,5.4,5.7
436,"S002",10,"male","Latino",31.4,2.8,0,6.2,7.1,8.2
437,"S056",12,"male","Black",45.5,3.17,0,3.9,5.1,4.7
438,"S461",12,"male","Asian",34.9,3.44,0,9.2,5.9,4.2
439,"S190",9,"male","Asian",53.9,2.51,0,7.4,7.8,4.3
440,"S428",9,"male","Latino",10.6,2.66,0,6.5,6.1,3.5
441,"S128",11,"male","White",47.6,2.96,0,6.2,3.7,7
442,"S153",9,"male","Black",41.6,2.46,1,5.9,9.2,5.8
443,"S488",9,"male","Black",68,3.26,0,3.7,5.8,7.9
444,"S324",9,"male","Asian",73,2.12,1,4.2,8,6.5
445,"S269",10,"male","Black",11.5,3.19,1,6.7,6.4,0.7
446,"S264",12,"male","Asian",27.7,3.24,0,5.6,7.1,7.4
447,"S171",10,"male","White",55.9,2.56,1,2.7,6.4,4.6
448,"S224",10,"female","Other",72.9,2.16,0,5.9,5.6,1.9
449,"S209",12,"female","Black",86.6,2.38,0,5.7,5.3,5.3
450,"S371",12,"male","Other",89.7,4,1,6,4.2,5.4
451,"S161",12,"male","Latino",90.7,3.49,1,8.2,8.5,6.3
452,"S196",12,"female","Asian",78.5,2.61,1,6.3,6.5,3.6
453,"S193",9,"female","Latino",84,2.6,0,6.1,7.9,5.2
454,"S040",11,"male","Asian",14.2,3.11,1,6.9,4.9,5.6
455,"S417",12,"male","Latino",40.7,3.2,0,4.2,6.4,5.2
456,"S379",12,"male","White",59.2,2.98,0,6.7,7.2,3.2
457,"S052",12,"nonbinary","Latino",32.8,2.99,2,6.5,6.4,4.6
458,"S086",9,"male","Other",53,3.66,1,3.6,6.6,4.9
459,"S328",12,"female","Other",13.5,3.3,0,4.6,3.3,5.1
460,"S312",9,"female","Black",71.4,1.98,1,5.5,5.4,7
461,"S186",9,"male","Latino",65.3,1.88,1,5.9,6.8,4.7
462,"S249",10,"male","Other",46.8,2.62,0,6.4,3.9,5.9
463,"S290",11,"male","Black",42.1,1.7,0,6.8,5.5,3.5
464,"S229",10,"male","White",76.4,2.43,0,7,4.1,4.5
465,"S181",11,"female","Other",66.2,2.95,0,4.8,3.2,3.2
466,"S085",9,"female","Other",23.1,2.91,1,4.5,6.5,5.2
467,"S417",9,"female","Asian",29.8,3.38,0,6.8,7.5,4.5
468,"S108",12,"male","Asian",65.2,3.33,0,4.6,5.3,3.1
469,"S462",12,"male","Latino",54,3.49,0,6.1,6.1,5.7
470,"S227",12,"male","White",65.7,2.97,1,6.6,5.6,1.8
471,"S012",11,"female","Other",48.7,2.95,0,6,7.2,7
472,"S254",9,"female","White",55.9,2.86,0,7.2,5.3,4.3
473,"S337",10,"female","Black",33.5,2.78,0,4.6,3.9,4.1
474,"S355",11,"female","White",39.8,2.16,0,7.2,7.3,3.7
475,"S016",12,"male","Black",28.7,2.62,0,4.6,5.7,2.5
476,"S183",9,"male","Asian",39.6,2.76,1,7.4,7.5,5
477,"S258",11,"male","Other",15.4,2.96,0,5.1,9.1,2.8
478,"S241",9,"male","Black",57.9,2.57,3,4.9,6,5.3
479,"S479",9,"female","Asian",29.7,2.34,1,2.9,4.1,4
480,"S352",12,"female","Latino",90,3.63,0,3.9,6.7,6
481,"S253",9,"male","Latino",64.3,3.13,0,4.4,5.7,6
482,"S485",11,"female","Black",22.9,2.35,0,5,6.4,4.7
483,"S014",12,"male","Asian",13.2,2.32,0,6.2,7.7,7.9
484,"S099",10,"female","Other",74.4,2.67,1,4.2,6.4,5.2
485,"S087",9,"male","White",28.6,2.56,1,7.6,7.3,3.8
486,"S207",9,"male","White",71.5,3.13,1,4.2,6.3,6
487,"S019",11,"female","White",60.6,2.46,0,6.7,6,3.4
488,"S137",9,"male","Other",13.8,2.91,0,7.7,7.8,5.4
489,"S330",10,"female","Latino",43.1,2.96,0,3.1,3.5,2.9
490,"S356",10,"female","Asian",13.3,2.81,0,5.9,4.2,0.4
491,"S233",12,"female","White",27,2.56,0,4.2,5.7,7.2
492,"S058",12,"female","White",16.8,2.98,1,4.2,8,8.6
493,"S422",9,"male","Other",21.7,2.45,0,7.7,3.1,7.9
494,"S260",11,"male","Black",62.1,2.39,0,5.9,5.8,5.3
495,"S496",10,"female","Latino",15.8,3.25,0,4.7,7.8,4.9
496,"S423",10,"male","Asian",57.7,2.28,0,7.6,4.7,3.7
497,"S407",10,"female","Latino",67.5,3.32,0,7,6.9,4.3
498,"S010",9,"female","Black",39.5,2.79,0,5.6,6.7,9.8
499,"S108",10,"female","Latino",68.3,2.5,0,5.6,7.6,5.4
500,"S362",9,"male","Latino",31.6,2.25,0,6.5,4,3.8
501,"S279",11,"nonbinary","Asian",46.9,2.22,1,6.8,5.5,3.7
502,"S498",12,"male","Other",16.9,2.93,1,8.4,6.7,5.4
503,"S072",11,"female","White",23.3,3.01,1,4.2,8,3.4
504,"S201",10,"male","Latino",39.2,2.65,0,6.3,3.9,1.1
505,"S417",12,"female","Other",62.5,2.69,0,6.4,7,2.6
506,"S249",12,"male","Asian",39.4,3.18,0,4.1,5,7.4
507,"S117",12,"female","Black",36.1,2.92,0,3.4,7.5,1.3
508,"S072",10,"male","Other",89.3,2.98,1,6.9,6,3
509,"S438",12,"male","Asian",83,2.59,1,4.7,5.7,2.8
510,"S303",12,"female","Asian",49,3.06,0,7.9,6.6,2.8
511,"S241",10,"female","Black",13.6,2,0,7.2,8.5,6.6
512,"S268",11,"female","Asian",53,2.55,0,7.5,5.1,2.6
513,"S495",11,"male","Asian",67.4,3.51,0,7.3,6.3,5.2
514,"S472",12,"female","Latino",85.2,3.41,0,6.6,5.9,2.3
515,"S199",9,"female","Other",79.7,2.31,0,5.1,6.1,4.5
516,"S074",12,"female","Latino",80.2,2.08,0,6.5,5.3,7
517,"S177",9,"female","Other",88.7,3,1,6.7,5.5,6.5
518,"S138",11,"female","Other",64.2,2.65,1,6.4,6.9,3.4
519,"S339",10,"female","White",28,3.36,0,7.5,7.5,5.9
520,"S254",11,"male","Latino",81.7,2.89,0,3.7,6.8,3.2
521,"S492",9,"male","Latino",62.8,2.84,0,6.2,3.3,5.2
522,"S296",11,"female","Asian",57.1,3.27,0,1.5,4.6,5.8
523,"S479",10,"male","Latino",37.7,2.97,0,5.2,6.8,7.1
524,"S176",10,"female","Black",48.6,2.76,0,5.7,5.9,5.2
525,"S180",9,"male","Black",83.4,3.25,0,5.6,7.5,3.1
526,"S312",11,"male","Asian",72.4,2.77,0,6.4,5.2,5.1
527,"S471",11,"male","White",67.9,2.65,1,4.6,4.2,1.2
528,"S172",11,"female","Other",84.8,2.71,2,6.3,6.2,3.1
529,"S045",9,"male","White",41.6,3.18,0,7.7,6.3,4.1
530,"S245",9,"male","Other",45.9,2.38,0,9.3,5.8,7.4
531,"S174",12,"male","Latino",17.2,2.59,0,3.8,5.3,2.7
532,"S407",12,"female","Asian",89.2,2.53,0,6,5.6,5.3
533,"S141",11,"female","White",16.5,2.34,0,5.2,6.2,2.3
534,"S333",11,"male","Black",85.9,2.86,0,7.2,7.3,6.8
535,"S261",9,"male","White",75.9,2.89,0,6,6.7,3.5
536,"S145",10,"female","Asian",94.1,3.23,0,7.1,6.3,5.7
537,"S068",11,"male","Latino",51.6,2.47,0,5.3,8.4,4.1
538,"S278",12,"female","Black",45.2,3.47,0,4.9,6.3,5.2
539,"S038",12,"female","White",55.1,3.01,0,6.3,7.5,5.4
540,"S331",12,"female","Asian",30,2.81,1,6.6,6.8,7.7
541,"S205",10,"male","Asian",26.9,2.5,0,8.5,6.1,4.6
542,"S138",9,"male","Asian",60.3,3.4,0,6.3,5.7,5.1
543,"S019",11,"female","Latino",43.3,3.21,0,4.1,6.8,1.9
544,"S382",11,"male","White",39.4,3,0,3.7,7.6,4.6
545,"S303",12,"male","Black",78.6,2.56,0,6,4.5,7.4
546,"S329",12,"male","Latino",11.4,2.96,1,5.2,7.6,5.5
547,"S003",12,"female","Other",73.7,2.43,0,3.9,8,5.8
548,"S128",11,"female","Latino",33.8,3.04,2,7,7.5,4.5
549,"S233",11,"female","Asian",69.9,3.13,0,8.3,6.7,8.3
550,"S123",9,"male","Other",36.2,3.28,0,5,7.9,3.3
551,"S262",12,"female","White",52.8,2.93,0,2.2,5.8,4.4
552,"S143",11,"female","Latino",16,2.82,0,6.7,6.8,3.2
553,"S053",12,"male","White",53.7,3.31,0,6.2,6.2,4.3
554,"S428",10,"male","Asian",67.2,3.1,2,3.8,6.1,6.8
555,"S362",10,"male","Black",49.8,2.62,0,7.1,7.9,3.1
556,"S292",9,"male","Other",12.6,3.02,0,4.9,5.9,7.2
557,"S049",9,"female","Black",94,2.1,1,5.7,3.8,3
558,"S164",9,"male","Asian",60.6,3.57,1,5.8,4.8,7.8
559,"S310",10,"male","White",93.2,2.77,0,7.1,4.8,5.3
560,"S203",11,"male","Other",26.4,3.39,0,3.7,6.6,3
561,"S026",11,"female","Other",87.2,3.24,0,6.8,6.4,5.7
562,"S377",9,"female","Asian",55.7,2.7,0,5.4,6.8,7.2
563,"S253",11,"female","White",29.3,3.14,2,7.7,6.6,2.8
564,"S236",9,"male","Asian",74.4,2.81,0,5.7,7,3.1
565,"S166",10,"male","Other",85.6,2.93,1,5.9,4.2,4.8
566,"S067",10,"male","Asian",30.9,3.72,0,7.9,8.1,2.5
567,"S197",12,"male","Other",53,2.32,0,7.9,5,5.4
568,"S431",10,"female","White",28.3,2.96,0,4.5,7,2.3
569,"S208",11,"male","Latino",93.3,2.47,0,1.6,7,3.7
570,"S235",9,"female","Black",85,2.77,1,7.3,5.3,4.8
571,"S155",10,"female","Latino",59.6,2.31,0,7.9,6.3,5.5
572,"S105",11,"female","Black",74.8,2.79,0,8.5,6.8,6.6
573,"S028",10,"female","Black",57.9,3.04,0,5.9,7.5,7.1
574,"S262",12,"female","Asian",40.2,2.3,1,8,4.5,5.1
575,"S385",10,"male","White",61.7,2.66,0,7.1,4.8,6.8
576,"S478",11,"female","White",24.9,2.29,0,5.9,4.3,5.7
577,"S396",10,"male","Asian",55.9,2.66,1,7.1,6.7,6.5
578,"S143",11,"male","Black",13.6,2.7,0,6.6,5.9,5.9
579,"S372",11,"male","Black",80.9,3.14,0,6.3,6.8,3.7
580,"S013",12,"nonbinary","Other",12.8,3.67,0,8.3,5.7,5.4
581,"S058",10,"male","Asian",76.8,3.41,0,5,5.1,4.1
582,"S052",12,"male","White",59.5,2.44,0,4.2,3.1,8.9
583,"S245",10,"male","Other",87.2,2.96,0,4.9,6.7,5.1
584,"S398",11,"female","Asian",65.7,3.09,0,7.8,6.9,4.8
585,"S201",10,"male","Asian",76.3,3.32,0,4.3,5.9,4.4
586,"S475",12,"female","White",73.7,2.91,0,7.2,6.1,4.8
587,"S022",12,"male","Black",81.2,3.3,1,6.4,3.5,4.7
588,"S098",9,"male","Other",45,3.39,0,6.5,7.2,5.5
589,"S317",9,"male","Black",84,2.4,0,4.6,7.7,2.5
590,"S244",11,"female","Black",32,3.21,2,5,4.7,4.5
591,"S145",12,"female","Other",52.9,2.03,0,6.7,6.7,4.5
592,"S439",10,"male","White",27.3,2.9,0,4.1,6,4.6
593,"S114",12,"male","Latino",16.8,3.14,1,4.3,4.3,6
594,"S065",10,"female","Black",24.8,2.59,0,4.4,7.6,6.8
595,"S225",12,"male","Latino",89.6,2.37,0,8.1,7.2,3.8
596,"S356",9,"male","Latino",17.5,2.97,1,6.4,5.7,5.5
597,"S100",9,"male","Latino",11.4,2.14,1,2.8,7.4,4.8
598,"S122",9,"male","Asian",59.6,2.63,0,8.6,5.5,5.4
599,"S350",11,"male","Asian",31.2,3.48,1,6.9,8.6,6.9
600,"S218",9,"female","White",75.3,3.35,0,6.9,6.7,5.4
601,"S457",10,"male","Other",81.8,2.13,1,6,6.6,2.8
602,"S341",11,"male","Black",57.6,3.13,0,7.3,4.8,5.9
603,"S211",10,"male","Black",38,1.89,0,5,6.8,6.5
604,"S210",10,"male","White",80.1,2.84,0,4.8,7.5,8.4
605,"S043",12,"female","Asian",21.7,3.03,0,5,4.3,7.9
606,"S421",11,"female","White",77.3,3.2,1,3.9,4.9,7
607,"S386",11,"female","Latino",19.7,3.07,0,6,7.6,4.9
608,"S476",10,"female","Other",38.5,3.48,0,4.6,8.2,6.1
609,"S097",10,"female","White",28.3,2.03,0,5.9,5.9,2.9
610,"S397",11,"female","White",68.9,3.61,0,3.4,6.1,4.9
611,"S458",12,"female","White",34.8,3.67,1,7.2,5.1,4.7
612,"S199",12,"female","Asian",74.4,2.71,0,5.9,6,5.4
613,"S237",10,"male","Latino",28.4,3.68,0,5.2,7.9,4.1
614,"S309",12,"male","Asian",42.6,3.07,0,8.4,7.7,5.5
615,"S403",9,"male","Black",30.6,2.38,0,4.7,5.7,4.8
616,"S486",10,"male","Latino",14.4,2.6,0,5.9,6.9,5.4
617,"S150",12,"male","Black",70,2.77,0,4.7,8.1,3.7
618,"S296",10,"female","Black",17.1,3.14,0,7.5,6.4,2.9
619,"S180",12,"male","Other",53.8,2.78,1,6.2,8.6,5.2
620,"S460",11,"male","Latino",24.2,3.08,0,6.4,9.2,6.5
621,"S355",9,"female","Other",52.1,2.75,0,5.3,6,4.7
622,"S375",9,"male","Asian",43,3.01,0,5.6,6,6.2
623,"S205",9,"male","Latino",68.3,3.42,0,8.1,7,4
624,"S413",10,"male","Other",88.2,3.01,0,5.5,6.1,5.8
625,"S092",9,"female","White",17.1,2.62,0,5.3,5.9,8.1
626,"S436",10,"male","Black",20.1,2.65,1,6.7,5.3,6.3
627,"S324",10,"nonbinary","Black",72.1,2.79,0,6.6,5.4,5.2
628,"S464",11,"female","Latino",66.6,3.07,0,3.3,8.6,5
629,"S459",9,"female","Black",94.6,3.05,0,6.2,5,4.9
630,"S091",12,"male","Other",90,2.47,0,9.4,7.5,5.8
631,"S168",9,"male","Asian",74,2.53,1,4.4,6.8,6.2
632,"S205",11,"female","Asian",29.6,2.72,1,6.3,8.1,6.1
633,"S174",10,"male","Asian",87.2,2.36,0,6,9.4,7
634,"S184",10,"female","Black",47.1,2.68,0,4.7,3.8,3.1
635,"S060",12,"female","White",11.8,2.83,0,7,3.7,3.3
636,"S297",12,"female","Black",12.8,2.87,1,5.4,7.5,0.8
637,"S172",11,"female","Other",10.1,3.62,2,3.3,5.8,1.8
638,"S460",12,"male","Black",37.5,2.81,0,6.2,5.5,4.8
639,"S065",11,"male","Other",63,2.07,0,5,4.2,5.9
640,"S448",12,"female","Other",94.6,2.65,0,5.9,7.2,3.9
641,"S410",11,"female","Black",90.3,3.26,0,4.9,4.4,3.8
642,"S099",9,"female","White",40.8,2.72,2,4.1,4.4,4.9
643,"S327",12,"female","Latino",72.1,3.08,0,5.9,7.1,5.5
644,"S421",9,"female","White",20.9,4,1,4.3,4,2.1
645,"S450",10,"female","White",33,2.7,0,6.9,7.7,5
646,"S394",12,"male","Latino",37.2,2.86,0,6.8,6.5,0.5
647,"S421",10,"male","Black",88.7,2.31,0,4.8,8,5
648,"S448",10,"male","Other",70.5,1.71,3,7.2,8.8,3.2
649,"S461",12,"male","White",67.5,2.69,0,5.5,4.9,4.1
650,"S237",10,"male","Latino",46.1,2.53,1,5.5,6.6,5.8
651,"S237",11,"male","Asian",50.9,2.61,0,4.1,6.8,6.9
652,"S418",12,"female","White",56,2.38,0,5.2,6.9,5.9
653,"S144",11,"female","Black",83.9,2.77,1,5.1,8.1,3.9
654,"S044",9,"male","Latino",85.6,2.34,0,6.9,8,3.5
655,"S190",12,"female","Other",31.2,3.31,1,6,6.8,6
656,"S479",9,"male","Black",17.4,3.05,0,7,5.6,3.7
657,"S224",10,"male","Latino",35.6,2.61,1,5.2,5.8,2.4
658,"S299",11,"male","Black",59.1,2.61,1,6.5,6.4,5
659,"S040",12,"female","White",82.7,2.73,0,7,3.7,1.1
660,"S267",9,"female","Black",12.9,2.2,0,6.2,6.3,5.2
661,"S075",11,"female","Black",34.7,2.64,0,5.8,5.5,7.3
662,"S120",9,"female","Black",56.8,3.68,0,5.1,5.3,1.6
663,"S131",12,"male","White",68.3,2.22,0,5.6,5.7,3.8
664,"S098",10,"male","Other",29.8,2.92,0,4.4,5.2,3.7
665,"S354",9,"female","White",73.9,2.29,0,5,5.9,1.8
666,"S385",9,"female","Latino",66.5,2.92,0,5.5,5.3,6
667,"S448",9,"male","Asian",89.7,3.37,0,4.2,7.9,7.4
668,"S091",11,"female","Other",24,2.88,0,3.7,5.1,4.7
669,"S026",11,"female","Latino",40.7,2.45,1,5.5,6.3,7.4
670,"S308",12,"female","White",56.2,2.06,0,6.8,4.1,6.9
671,"S154",9,"female","Latino",56.2,2.68,0,7.3,4.6,6.6
672,"S099",9,"female","Black",28.5,2.76,1,0.9,6.6,4.9
673,"S498",10,"female","Latino",47.1,3.75,0,6.5,7.1,4.8
674,"S436",10,"male","White",31,2.63,0,7,7,5.3
675,"S437",9,"male","Other",59.9,3.13,1,6.3,4.6,6
676,"S043",9,"male","Other",36.9,2.13,1,4.4,7.1,6.5
677,"S354",9,"female","Other",86.9,2.6,0,5.8,3.9,6.3
678,"S072",9,"male","Asian",85.7,2.5,1,8.2,5.8,7.2
679,"S077",10,"female","Other",80.5,2.79,1,5.8,7.2,4.7
680,"S333",9,"male","Latino",78.1,3.07,0,4.3,5.1,6.3
681,"S347",10,"male","Asian",68.5,2.48,0,3.6,4.6,2.4
682,"S015",12,"male","Latino",19.4,3.06,0,6.9,7.9,6.1
683,"S228",9,"female","Other",73,3.12,0,5,7.1,4.9
684,"S070",10,"male","Black",13.6,3.27,1,6.9,6.8,4.9
685,"S323",12,"male","Asian",61.5,2.83,0,6.4,7.6,5.6
686,"S467",10,"female","Latino",56.9,2.59,0,5.1,6.3,5.7
687,"S431",12,"female","Other",70,3.35,2,4.9,6.9,6.8
688,"S359",10,"female","Other",68.8,3.47,0,7,7.6,9.1
689,"S292",10,"female","Other",62.4,3.14,1,5.2,6.2,1.6
690,"S380",9,"female","Asian",34.1,3.02,1,4.1,6.4,4
691,"S071",11,"male","Latino",73.4,2.85,0,8.3,5.2,6.4
692,"S155",11,"female","Black",24.8,2.45,0,6.3,6.8,6.2
693,"S055",11,"female","Asian",47.6,2.64,1,9.1,6.1,5.9
694,"S171",12,"female","Other",94.6,3.14,1,4.6,1.9,10
695,"S184",9,"female","Asian",82.3,3.07,0,6.4,8,3.5
696,"S352",10,"female","White",43,2.7,0,3.4,7.7,6.3
697,"S074",10,"female","White",58.3,2.41,0,6.9,7,7
698,"S262",9,"female","Other",78.2,2.37,3,6.2,4.9,2.8
699,"S217",12,"male","White",77.8,2.41,0,5.3,3.2,6.4
700,"S096",12,"female","Latino",39.9,2.61,1,5,4.7,7.6
701,"S135",10,"female","Asian",35.1,2.77,0,8.5,7.5,5.3
702,"S020",12,"male","Asian",29.5,2.78,0,7.3,7.6,5.8
703,"S419",10,"male","Other",65.1,3.74,1,6.8,6.2,4.1
704,"S102",12,"male","Latino",43.6,2.89,1,4.7,3.6,6
705,"S405",10,"female","Other",31,2.61,0,8,5.6,2
706,"S291",11,"female","White",76.1,2.48,1,3.7,9.4,4.3
707,"S087",10,"female","White",12.8,2.16,0,4,4.6,8.7
708,"S030",10,"female","Black",18.7,2.24,1,5.3,4.6,4.9
709,"S156",12,"female","Other",78.7,2.62,0,3,7.2,5.4
710,"S018",11,"male","Black",26.8,2.78,0,10,4.7,5.7
711,"S122",10,"male","Other",28.4,2.77,0,7,7.7,8.1
712,"S038",9,"male","Latino",63.1,2.52,0,5.1,6.7,4.9
713,"S190",11,"male","Latino",31.9,3.21,0,8.2,6.6,8.9
714,"S175",11,"female","Asian",54.4,3.01,0,9.5,8.5,3.9
715,"S261",9,"female","Asian",89.2,3.72,0,4.6,5.6,9.1
716,"S250",11,"male","White",28.2,2.6,0,5.3,5.9,4.3
717,"S457",11,"male","Asian",58.7,3.25,2,7.1,4.8,3.1
718,"S407",11,"female","Latino",66.1,2.37,0,9.6,7.2,4
719,"S066",10,"female","Latino",19.6,3.13,0,6.6,8.2,5.4
720,"S079",12,"female","White",32.8,2.12,0,6.1,5.5,2.5
721,"S434",9,"male","Asian",69.9,3.59,1,5.8,4.9,3
722,"S177",10,"male","White",65.9,2.94,0,6.7,6.3,2
723,"S015",10,"female","Other",57.1,3.4,0,6.9,5.3,4.5
724,"S100",11,"male","Other",75.2,3.15,1,5.7,6.8,7
725,"S043",12,"male","White",55.1,3.15,0,7.6,6.5,6.4
726,"S223",10,"male","Asian",81.5,2.27,0,8.7,7.1,5.9
727,"S303",11,"female","Black",56,2.86,1,5.6,4.1,3.5
728,"S104",11,"female","Other",94.1,2.17,1,5,6.1,2.8
729,"S061",12,"female","White",70.5,3.03,1,6.5,5.9,5.3
730,"S396",10,"male","Asian",46.6,3.27,0,4.9,6.3,6.7
731,"S232",10,"female","Latino",91.7,2.82,1,3.9,7.2,6.3
732,"S310",11,"male","Asian",73.3,3.27,0,8.8,5.7,6.6
733,"S427",9,"male","Black",61.2,2.66,0,3.2,5.4,4.3
734,"S483",10,"male","Other",77.3,3.69,0,3.5,5.8,4.4
735,"S393",9,"female","Latino",23.8,2.9,0,6.7,6.2,5.6
736,"S471",9,"male","Black",61.7,2.66,0,3.7,7.1,2.2
737,"S469",10,"female","Latino",13.3,3.02,0,6.7,5.5,3.6
738,"S229",11,"male","White",43,2.31,0,4,6.5,4.6
739,"S147",10,"female","White",77.4,2.77,0,6.3,7.8,2.7
740,"S297",11,"male","White",13.2,3.09,0,8.2,8.1,3.1
741,"S459",9,"male","White",53.8,2.18,1,6.7,8.4,7.5
742,"S350",9,"female","Black",90.8,3.46,1,4.3,6.2,3.6
743,"S084",10,"male","Latino",48,2.99,0,7.7,6.3,6.2
744,"S380",10,"male","Latino",60.4,3.31,1,8,7.7,5.3
745,"S369",10,"male","White",81.5,2.39,0,8.3,5.9,5.8
746,"S201",10,"male","Other",10.4,2.35,1,6.8,8.7,2.2
747,"S394",10,"female","Asian",72.4,3.07,0,5.1,6.4,6.3
748,"S175",11,"female","White",33.2,2.96,1,5.8,4.3,3.1
749,"S220",12,"female","Asian",78.2,3.19,0,6.1,5.6,4
750,"S179",9,"female","Black",28.1,2.99,0,5.9,7.4,6.6
751,"S137",11,"male","Latino",78.2,2.81,0,5.4,6.5,6.3
752,"S285",10,"female","Asian",82.4,2.94,0,6.4,6,5.2
753,"S417",11,"male","Other",63.9,2.43,0,4.3,7.6,5.3
754,"S444",10,"male","Asian",44.6,3.39,1,6.5,6.5,2.6
755,"S487",10,"female","White",78.7,2.97,0,4.3,8.3,4.3
756,"S228",12,"female","Black",59.4,2.55,0,8,6.5,5.1
757,"S310",11,"male","Other",64.6,2.58,0,7.4,6.7,3.3
758,"S451",12,"female","Latino",64.7,3.16,0,6.8,6.5,5.2
759,"S070",10,"female","Latino",15.1,3.23,1,7.7,6.2,4
760,"S327",12,"female","Latino",40.2,2.94,0,6.5,4.3,3.9
761,"S133",12,"female","Black",76.9,2.59,0,8,6.9,4.8
762,"S074",11,"male","Asian",78.8,2.31,0,6.9,4.5,5.3
763,"S324",11,"male","Asian",40.3,2.45,0,5,5.8,3
764,"S470",11,"male","Asian",30.8,2.96,0,8.7,7.2,4.9
765,"S026",12,"female","Other",88.4,2.6,1,5.3,7.1,7
766,"S126",10,"female","Other",82.1,3.88,0,3.7,8.1,3.7
767,"S343",9,"female","Black",10.1,3.04,0,6.3,4.5,3.2
768,"S406",11,"female","White",67.1,2.88,0,5.3,6.5,5.6
769,"S051",12,"female","Other",82.8,2.6,1,3.8,5.9,5.7
770,"S248",12,"male","Black",80.8,2.85,1,3.9,4.4,3.3
771,"S497",10,"male","White",59.8,2.87,0,8.3,3.3,6.7
772,"S497",10,"female","Asian",30.5,2.27,0,4.7,7.3,5.8
773,"S324",12,"female","Black",86.4,2.48,0,5.3,6.9,4.1
774,"S466",9,"female","Latino",18,2.05,0,6.6,6.9,5.3
775,"S020",9,"male","Other",17.5,2.37,0,6,6.6,6.1
776,"S309",11,"female","Black",70.6,3.1,0,4.8,4.3,2.1
777,"S230",12,"female","Asian",11.1,3.68,0,7.2,5.5,8.8
778,"S250",10,"male","Latino",70.9,2,0,6.9,5.2,5.6
779,"S417",10,"male","White",52.5,2.52,2,4.6,7.8,5.6
780,"S494",9,"male","White",47.6,3.31,0,6.6,6.2,7.5
781,"S322",9,"female","White",55.8,2.08,0,4.7,2.8,3.7
782,"S083",11,"male","Black",21,2.77,0,7.1,7.1,8.1
783,"S070",10,"male","Black",26.4,2.62,1,7.8,6.8,3.2
784,"S367",10,"male","Other",11.1,2.5,0,5.9,5.1,3.3
