contribution_id,candidate_name,candidate_party,office,state,amount,date,contributor_type,contributor_state,is_corporate,bonica.rid,cycle,election,Cand.ID,District,cfscore,male.winner,running.variable,female.margin,female.pctile,prev.elect,democrat,total.votes,professional,pct.female.chamber,gop.gov,house,state.pres.dem,num.cands,won.again,pct.dem.last,female.cand.last,total.dist.last,female.inc,total.raised.candidate,log.total.raised.candidate,individual.money,log.individual.money,pac.money,log.pac.money,party.money,log.party.money,male.money,log.male.money,female.money,log.female.money,share.district.total,district.total,log.district.total,cand.gender
65,"MANN, JENNIFER",Democrat,state:lower,PA,205158,2004-10-20,PAC,CA,FALSE,cand102216,2004,PA2004,PA3847,PA-132,-0.066782005,0,-21.29431915,71.29431915,71.3,NA,0,21.069,0.283,0.150641026,0,1,0.5092,2,1,100,1,82227,1,205158,12.23153569,63725,11.06234792,120310,11.69783534,6818,8.827468113,55245,10.91955122,13430,9.505320747,1,205158,12.23153569,F
66,"MANN, JENNIFER L",Democrat,state:lower,PA,242867,2008-10-17,Individual,RI,FALSE,cand102216,2008,PA2008,PA3847,PA-132,-0.066782005,0,-28.84004211,78.84004211,78.8,NA,0,22.656,0.283,0.157575758,0,1,0.5447,2,1,79.16562653,1,205158,1,242867,12.40026925,40250,10.60289013,198450,12.1982975,0,0,36500,10.50509494,3025,8.014996894,1,242867,12.40026925,F
67,"PAYNE, JOHN D",Republican,state:lower,PA,49037,2008-08-18,Individual,IL,FALSE,cand102224,2008,PA2008,PA6746,PA-106,0.487319946,1,13.12247467,36.87752533,36.9,NA,1,29.72,0.283,0.157575758,0,1,0.5447,2,1,0,0,59711,0,49037,10.80033039,16426,9.706681602,27865,10.23516259,1070,6.97634807,15045,9.618867454,1581,7.366445148,0.672818078,72883,11.19661069,M
68,"SHAPIRO, JOSH",Democrat,state:lower,PA,738894,2006-05-11,PAC,VT,TRUE,cand102231,2006,PA2006,PA6753,PA-153,-0.497436632,1,25.99660637,24.00339363,24,NA,0,25.938,0.283,0.144278607,0,1,0.5092,2,1,54.31719971,0,1499649,0,738894,13.51290975,437244,12.98824896,267619,12.49732334,500,6.216606101,377580.95,12.84154291,57999.78,10.96821174,1,738894,13.51290975,M
69,"MACKERETH, BEVERLY",Republican,state:lower,PA,32895,2002-01-12,Self-Funded,KS,TRUE,cand102233,2002,PA2002,PA6755,PA-196,0.76835326,0,-31.34967041,81.34967041,81.3,NA,1,16.241,0.283,0.173529412,1,1,0.506,2,1,31.39427185,1,164513,1,32895,10.40107595,18870,9.845381631,9487,9.157783121,0,0,16450,9.708141545,2355,7.764720545,1,32895,10.40107595,F
70,"HELM, SUSAN C (SUE)",Republican,state:lower,PA,103168,2006-01-02,Individual,NM,FALSE,cand102248,2006,PA2006,PA6771,PA-104,0.677602657,0,-6.621879578,56.62187958,56.6,NA,1,22.403,0.283,0.144278607,0,1,0.5092,2,1,0,0,130569,0,103168,11.54411401,31850,10.36882406,64207,11.06988309,1500,7.313886832,26160,10.17202503,4800,8.476579509,0.96073903,107384,11.58416647,F
71,"GERBER, MIKE",Democrat,state:lower,PA,493776,2004-07-04,Self-Funded,MT,FALSE,cand102250,2004,PA2004,PA6773,PA-148,-0.518641696,1,0.655766615,49.34423339,49.3,0,0,35.564,0.283,0.150641026,0,1,0.5092,2,1,48.75718689,1,1068802,1,493776,13.10983725,262761,12.47900396,206832,12.23966698,8470,9.044403844,224640,12.32225885,36621,10.50840443,0.865965279,570203,13.25374772,M
72,"DENLINGER, GORDON",Republican,state:lower,PA,11127,2006-04-19,Individual,CT,FALSE,cand102255,2006,PA2006,PA6778,PA-99,0.845935141,1,24.40117787,25.59882213,25.6,NA,1,16.282,0.283,0.144278607,0,1,0.5092,2,1,0,0,16695,0,11127,9.317129866,1680,7.427144133,7975,8.984192312,0,0,1525,7.330405212,155,5.049856007,1,11127,9.317129866,M
73,"GRELL, GLEN R",Republican,state:lower,PA,64382,2004-10-25,Party Committee,CO,FALSE,cand102256,2004,PA2004,PA6779,PA-87,0.565268129,1,10.57962418,39.42037582,39.4,NA,1,33.47,0.283,0.150641026,0,1,0.5092,2,1,22.14662361,1,208359,0,64382,11.07258937,20269,9.916897239,23100,10.04763119,13502,9.510667162,20344,9.92059046,2819,7.944492164,0.942883923,68282,11.13140147,M
74,"RAPP, KATHY",Republican,state:lower,PA,36842,2004-09-25,Individual,NV,FALSE,cand102258,2004,PA2004,PA6781,PA-65,0.844237805,0,-13.28207779,63.28207779,63.3,NA,1,24.582,0.283,0.150641026,0,1,0.5092,2,1,38.94201279,1,125803,0,36842,10.51439378,14047,9.550235316,6030,8.704668113,0,0,12447,9.429315246,900,6.803505258,1,36842,10.51439378,F
75,"SIPTROTH, JOHN J (COMMITTEE 1)",Democrat,state:lower,PA,192329,2006-12-17,Individual,VT,FALSE,cand102259,2006,PA2006,PA6782,PA-189,-0.355975553,1,4.264358521,45.73564148,45.7,NA,0,15.653,0.283,0.144278607,0,1,0.5092,2,1,0,0,9250,0,192329,12.16696273,35095,10.46584244,37324,10.52741862,102667,11.53925576,31595,10.36078581,2249.99,7.719125398,0.874151206,220018,12.30146464,M
76,"MUSTIO, MARK",Republican,state:lower,PA,166970,2008-04-04,Individual,NV,FALSE,cand102263,2008,PA2008,PA6786,PA-44,0.491064303,1,12.98588562,37.01411438,37,NA,1,34.576,0.283,0.157575758,0,1,0.5447,2,1,40.27994537,0,167064,0,166970,12.02556943,68598,11.13603324,83800,11.33620022,16398,9.704975636,62583,11.04426493,2790,7.934155234,0.980382946,170311,12.04538146,M
77,"SCAVELLO, MARIO M",Republican,state:lower,PA,69560,2004-09-04,PAC,CA,TRUE,cand102273,2004,PA2004,PA6796,PA-176,0.526075768,1,44.06004258,5.939957421,5.9,NA,1,22.338,0.283,0.150641026,0,1,0.5092,3,1,35.48258972,0,434750,0,69560,11.14994497,42550,10.65845864,26250,10.17545936,15987,9.67959372,18180,9.808132372,3775,8.236420527,0.673235129,103322,11.5456056,M
78,"REED, DAVE",Republican,state:lower,PA,181989,2002-11-26,Individual,NJ,FALSE,cand102277,2002,PA2002,PA6800,PA-62,0.682996385,1,6.845397949,43.15460205,43.2,NA,1,16.953,0.283,0.173529412,1,1,0.506,2,1,54.24284744,1,85702,1,181989,12.11170152,60725,11.01412722,64078,11.06787198,38172,10.54988374,47185,10.76185252,13270,9.493336482,0.668195286,272359,12.51487633,M
79,"REED, DAVE",Republican,state:lower,PA,213490,2006-03-10,Individual,NY,FALSE,cand102277,2006,PA2006,PA6800,PA-62,0.682996385,1,12.55223083,37.44776917,37.4,NA,1,18.188,0.283,0.144278607,0,1,0.5092,2,1,43.16693115,0,272359,0,213490,12.27134527,116640,11.66685612,82699,11.32297488,0,0,104880,11.56058165,11460,9.346705246,1,213490,12.27134527,M
80,"HARPER, KATE M",Republican,state:lower,PA,69991,2004-05-22,Individual,MI,FALSE,cand102279,2004,PA2004,PA6802,PA-61,0.490991907,0,-9.459377289,59.45937729,59.5,NA,1,32.814,0.283,0.150641026,0,1,0.5092,2,1,0,1,78094,1,69991,11.15612194,41307,10.62881146,21247,9.964018052,1800,7.496097345,35370.79,10.47366989,5040,8.525359754,0.893825426,78305,11.26836674,F
81,"HARPER, KATE",Republican,state:lower,PA,261341,2006-12-14,Individual,VA,TRUE,cand102279,2006,PA2006,PA6802,PA-61,0.490991907,0,-4.818775177,54.81877518,54.8,NA,1,25.245,0.283,0.144278607,0,1,0.5092,2,1,40.54062271,1,56216,1,261341,12.47358135,51720,10.85361917,53125,10.88042173,136166,11.82163735,41535,10.6343158,9285,9.136263169,0.415956008,628290,13.35075712,F
82,"HARPER, KATE M",Republican,state:lower,PA,135373,2008-08-09,Individual,KY,FALSE,cand102279,2008,PA2008,PA6802,PA-61,0.490991907,0,-6.015830994,56.01583099,56,NA,1,35.124,0.283,0.157575758,0,1,0.5447,2,1,45.18122482,1,78305,1,135373,11.81578921,48915,10.79785982,44170,10.69582374,33168,10.40937098,36005,10.49144087,11810,9.37678658,0.567492224,238546,12.38231744,F
83,"WATSON, KATHARINE M",Republican,state:lower,PA,55328,2004-05-23,Individual,NE,FALSE,cand102290,2004,PA2004,PA6813,PA-144,0.620175692,0,-16.15074158,66.15074158,66.2,NA,1,31.723,0.283,0.150641026,0,1,0.5092,2,1,0,1,43302,1,55328,10.92103439,30988,10.34138758,13730,9.527411329,950,6.857514063,25140.62,10.13227992,3135,8.050703381,0.721412366,76694,11.24757876,F
84,"WATSON, KATHARINE M",Republican,state:lower,PA,63085,2006-12-10,Individual,ME,FALSE,cand102290,2006,PA2006,PA6813,PA-144,0.620175692,0,-10.14348984,60.14348984,60.1,NA,1,24.671,0.283,0.144278607,0,1,0.5092,2,1,33.84925842,1,41451,1,63085,11.0522383,31191,10.34791693,23505,10.06501099,1850,7.523481313,23845.84,10.07940699,7265,8.890961213,0.59281499,106416,11.57511122,F
85,"WATSON, KATHARINE M",Republican,state:lower,PA,48057,2008-06-11,Self-Funded,CT,FALSE,cand102290,2008,PA2008,PA6813,PA-144,0.620175692,0,-14.79783878,64.79783878,64.8,NA,1,34.799,0.283,0.157575758,0,1,0.5447,2,1,39.85651016,1,76694,1,48057,10.78014309,21825,9.990857199,16650,9.720225554,1150,7.048386409,20887.71,9.946964101,3660,8.205491613,1,48057,10.78014309,F
86,"BAKER, LISA",Republican,state:upper,PA,170659,2006-02-05,Individual,NC,FALSE,cand102300,2006,PA2006,PA7863,PA-20,0.512448887,0,-9.353149414,59.35314941,59.4,NA,1,79.091,0.283,0.194444444,0,0,0.5092,2,1,30.41383171,0,214105,0,170659,12.04742269,111491,11.62170812,52633,10.87111758,100,4.615120517,93378.27,11.44442465,15363.16,9.639792803,1,170659,12.04742269,F
87,"MILNE, DUANE",Republican,state:lower,PA,164750,2006-02-22,Individual,MS,TRUE,cand102302,2006,PA2006,PA7979,PA-167,0.666947455,1,0.266983032,49.73301697,49.7,0,1,26.968,0.283,0.144278607,0,1,0.5092,2,1,0,0,62652,0,164750,12.01218445,53670,10.8906281,42775,10.66373248,48695,10.79335217,39840,10.59265181,5670,8.643120748,0.722657449,227978,12.33700441,M
88,"MILNE, DUANE",Republican,state:lower,PA,85692,2008-08-09,Individual,ME,FALSE,cand102302,2008,PA2008,PA7979,PA-167,0.666947455,1,6.376781464,43.62321854,43.6,NA,1,36.382,0.283,0.157575758,0,1,0.5447,2,1,49.73301697,1,562972,0,85692,11.35851475,41643,10.63691258,17318,9.759559444,26064,10.1683487,27983,10.2393882,9592,9.168788945,0.599664101,142900,11.86990036,M
89,"MOYER, JAY R",Republican,state:lower,PA,268256,2006-01-01,PAC,NY,TRUE,cand102303,2006,PA2006,PA7981,PA-70,0.679589393,1,0.23709767,49.76290233,49.8,1,1,22.207,0.283,0.144278607,0,1,0.5092,2,0,44.98514938,0,125069,0,268256,12.49969703,33832,10.42919194,73125,11.19993926,146810,11.89690132,32406.59,10.38614793,1350,7.208600338,0.345560691,776292,13.56228402,M
90,"MURT, THOMAS P",Republican,state:lower,PA,39646,2008-02-08,Individual,GA,FALSE,cand102307,2008,PA2008,PA8046,PA-152,0.574081783,1,10.01470566,39.98529434,40,NA,1,31.284,0.283,0.157575758,0,1,0.5447,2,1,46.38677597,0,577908,0,39646,10.58774534,16905,9.735423867,15005,9.6162054,200,5.303304908,12395,9.425129119,2185,7.689828669,0.860541338,46071,10.73793896,M
91,"BOBACK, KAREN",Republican,state:lower,PA,199540,2006-05-04,Individual,AK,TRUE,cand102310,2006,PA2006,PA8061,PA-117,0.616135793,0,-17.26225024,67.26225024,67.3,NA,1,18.917,0.283,0.144278607,0,1,0.5092,2,1,0,0,55030,0,199540,12.20377,90008,11.40766494,69643,11.15115183,21548,9.978084691,68252.5,11.13098399,13680,9.523763288,0.883205637,225927,12.32796722,F
92,"BOBACK, KAREN (COMMITTEE 1)",Republican,state:lower,PA,99213,2008-08-21,Individual,AZ,FALSE,cand102310,2008,PA2008,PA8061,PA-117,0.616135793,0,-20.99349976,70.99349976,71,NA,1,26.925,0.283,0.157575758,0,1,0.5447,2,1,32.73775101,1,115105,1,99213,11.50502433,70005,11.15633623,13825,9.534306157,11599,9.358760377,54675,10.90918014,14905,9.609519095,0.934481817,106169,11.57278744,F
93,"QUINN, MARGUERITE",Republican,state:lower,PA,178337,2006-07-11,Individual,VA,FALSE,cand102313,2006,PA2006,PA8067,PA-143,0.54819121,0,-3.787156511,53.78715651,53.8,NA,1,25.837,0.283,0.144278607,0,1,0.5092,2,1,39.38731003,0,131389,0,178337,12.0914303,63175,11.05367976,63444,11.05792867,38605,10.56116298,45390.36,10.72307706,15910,9.674765973,0.876538416,203456,12.22320504,F
94,"WAGNER, CHELSA",Democrat,state:lower,PA,55572,2006-08-05,Individual,NY,FALSE,cand102332,2006,PA2006,PA8256,PA-22,-0.457526966,0,-5.345485687,55.34548569,55.3,NA,0,22.056,0.283,0.144278607,0,1,0.5092,2,1,100,0,216222,0,55572,10.92543476,25586,10.14983969,27479,10.22121375,500,6.216606101,23086.07,10.047028,2657.89,7.885664021,1,55572,10.92543476,F
95,"HARKINS, PATRICK J",Democrat,state:lower,PA,9925,2006-05-26,Individual,VT,TRUE,cand102336,2006,PA2006,PA8261,PA-1,-0.306436967,1,24.97478771,25.02521229,25,NA,0,12.891,0.283,0.144278607,0,1,0.5092,2,1,100,1,65788,0,9925,9.202812106,1900,7.550135342,5300,8.575650761,0,0,1500,7.313886832,300,5.707110265,1,9925,9.202812106,M
96,"CARROLL, MIKE",Democrat,state:lower,PA,103859,2006-04-26,Individual,NM,TRUE,cand102339,2006,PA2006,PA8266,PA-118,-0.275771244,1,17.42415876,32.57584124,32.6,NA,0,18.13,0.283,0.144278607,0,1,0.5092,2,1,58.38100433,1,372919,0,103859,11.55078949,59459,10.9930591,27525,10.22288629,300,5.707110265,46307.74,10.74308599,4025.05,8.300541025,1,103859,11.55078949,M
97,"PASHINSKI, EDDIE DAY",Democrat,state:lower,PA,37957,2006-09-03,Individual,LA,FALSE,cand102340,2006,PA2006,PA8267,PA-121,-0.210488218,1,14.90695438,35.09304562,35.1,NA,0,15.154,0.283,0.144278607,0,1,0.5092,2,1,62.64875412,1,88672,0,37957,10.54420922,12700,9.44943601,27880,10.23570073,0,0,3105,8.041091004,1745,7.465082736,1,37957,10.54420922,M
98,"BRENNAN, JOSEPH F",Democrat,state:lower,PA,36654,2006-04-20,Individual,IA,TRUE,cand102344,2006,PA2006,PA8276,PA-133,-0.35526668,1,18.03015646,31.96984354,32,NA,0,12.94,0.283,0.144278607,0,1,0.5092,2,1,67.5482254,0,244387,0,36654,10.50927784,11458,9.346530726,22651,10.02800343,100,4.615120517,8483,9.045937316,2975,7.998335396,1,36654,10.50927784,M
99,"VEREB, MIKE",Republican,state:lower,PA,117043,2006-07-28,Party Committee,HI,FALSE,cand102345,2006,PA2006,PA8278,PA-150,0.442276914,1,2.231132507,47.76886749,47.8,0,1,21.2,0.283,0.144278607,0,1,0.5092,2,1,44.55345154,1,564045,0,117043,11.67029667,34730,10.45538794,50773,10.83513969,28664,10.26343215,28305,10.25082908,2725,7.910590612,0.808514607,144763,11.8828532,M
100,"DEPASQUALE, EUGENE A",Democrat,state:lower,PA,240553,2006-10-05,PAC,OR,TRUE,cand102347,2006,PA2006,PA8311,PA-95,-0.318982208,1,8.282585144,41.71741486,41.7,NA,0,12.973,0.283,0.144278607,0,1,0.5092,2,1,100,0,152646,0,240553,12.39069572,101145,11.5243203,87285,11.37694536,41481,10.63301488,92985,11.44020422,7805,8.962647948,1,240553,12.39069572,M
101,"BROOKS, MICHELE",Republican,state:lower,PA,69673,2006-02-08,Individual,WI,FALSE,cand102348,2006,PA2006,PA8883,PA-17,0.710758141,0,-2.8022995,52.8022995,52.8,NA,1,19.484,0.283,0.144278607,0,1,0.5092,2,1,0,0,39970,0,69673,11.15156815,10560,9.26492325,27200,10.21100902,18868,9.845275643,9510.42,9.160248461,1500,7.313886832,0.89827624,77563,11.25884579,F
102,"BROOKS, MICHELE",Republican,state:lower,PA,20992,2008-11-15,Individual,ND,TRUE,cand102348,2008,PA2008,PA8883,PA-17,0.710758141,0,-14.34902191,64.34902191,64.3,NA,1,26.176,0.283,0.157575758,0,1,0.5447,2,1,47.1977005,1,70569,1,20992,9.951896692,8400,9.036106025,7125,8.871505346,294,5.686975356,7815.36,8.963974252,1084.99,6.990247292,1,20992,9.951896692,F
103,"OBERLANDER, DONNA",Republican,state:lower,PA,45739,2008-05-14,Individual,LA,FALSE,cand102351,2008,PA2008,PA9219,PA-63,0.764492107,0,-16.05584279,66.05584279,66.1,NA,1,24.741,0.283,0.157575758,0,1,0.5447,2,1,23.69304085,0,53061,0,45739,10.7307066,34168,10.43907408,11875,9.382274836,0,0,28655,10.26311812,1262.5,7.141640927,1,45739,10.7307066,F
104,"BRIGGS, TIM (COMMITTEE 1)",Democrat,state:lower,PA,90280,2008-06-18,Individual,OH,FALSE,cand102366,2008,PA2008,PA9339,PA-149,-0.733254527,1,11.92092514,38.07907486,38.1,NA,0,32.703,0.283,0.157575758,0,1,0.5447,2,1,66.97903442,1,231559,0,90280,11.41067123,24685,10.11399156,54200,10.90045464,0,0,18935,9.848820151,7550,8.929435284,0.84002493600000006,107473,11.58499493,M
105,"AIKEN, DENISE",Democrat,state:lower,RI,1100,1998-03-13,Individual,NJ,FALSE,cand102753,1998,RI1998,RI11065,RI-35,-1.110368697,0,-12.29415131,62.29415131,62.3,NA,0,3.522,0.113,0.294736842,1,1,0.5971,2,1,53.23776627,1,850,1,1100,7.003065459,0,0,1100,7.003974137,0,0,NA,0,NA,0,1,1100,7.003065459,F
106,"BLAIS, LEO R",Republican,state:upper,RI,5018,1994-06-26,Individual,ND,FALSE,cand102775,1994,RI1994,RI11790,RI-21,0.049446889,1,18.92699403,31.07300597,31.1,NA,1,8.02,0.113,0.2,0,0,0.4704,2,1,NA,NA,NA,0,5018,8.520786727,800,6.685860947,0,0,0,0,5018.14,8.521013883,0,0,1,5018,8.520786727,M
107,"BREENE, KEVIN A",Republican,state:upper,RI,15295,2002-12-28,Individual,DE,FALSE,cand102778,2002,RI2002,RI12009,RI-34,-0.11371799,1,5.728340149,44.27165985,44.3,NA,1,9.453,0.113,0.224137931,1,0,0.6099,2,1,60.67272568,0,29566,0,15295,9.635281257,5785,8.663196486,1180,7.074116816,500,6.216606101,4475,8.406485069,610,6.415096959,0.372703348,41038,10.62225375,M
108,"BURLINGAME, BARBARA C",Democrat,state:lower,RI,250,1996-01-25,Individual,NE,FALSE,cand102784,1996,RI1996,RI12234,RI-62,-0.640776828,0,-12.23488617,62.23488617,62.2,NA,0,3.159,0.113,0.235849057,1,1,0.5971,2,1,54.39446259,1,600,0,250,5.521460918,0,0,250,5.525452939,0,0,NA,0,NA,0,1,250,5.521460918,F
109,"CALLAHAN, CHRISTINE H",Republican,state:lower,RI,6805,2002-12-03,Individual,FL,TRUE,cand102785,2002,RI2002,RI12325,RI-72,0.164278301,0,-13.6666069,63.6666069,63.7,NA,1,5.711,0.113,0.18018018,1,1,0.6099,2,0,100,0,4025,0,6805,8.825412915,200,5.303304908,600,6.398594935,2500,7.824445931,200,5.303304908,0,0,0.225809663,30136,10.31347575,F
110,"CARROLL, MARY ANN F",Democrat,state:lower,RI,1225,1996-09-16,PAC,ND,FALSE,cand102792,1996,RI1996,RI12479,RI-15,-0.942300017,0,-5.403224945,55.40322495,55.4,NA,0,3.72,0.113,0.235849057,1,1,0.5971,2,1,0,0,1508,0,1225,7.110696123,0,0,825,6.716594774,0,0,0,0,400,5.993961427,0.379844961,3225,8.078688229,F
111,"CARROLL, MARY ANN F",Democrat,state:lower,RI,1605,1998-09-03,PAC,NH,TRUE,cand102792,1998,RI1998,RI12479,RI-15,-0.942300017,0,-6.159547902,56.1595479,56.2,NA,0,3.257,0.113,0.294736842,1,1,0.5971,2,1,55.40322495,1,5130,1,1605,7.380879036,850,6.746412129,505,6.226536669,0,0,400,5.993961427,700,6.552507887,0.222545757,7212,8.883501584,F
112,"CARTER, KENNETH",Democrat,state:lower,RI,40479,2004-05-20,Individual,VA,TRUE,cand102793,2004,RI2004,RI12493,RI-31,-0.741103182,1,8.044662912,41.95533709,42,NA,0,6.059,0.113,0.161290323,1,1,0.5942,2,1,100,0,8275,0,40479,10.6085386,12895,9.464672465,12125,9.403107187,150,5.017279837,12420,9.427143868,2000,7.601402335,0.866120336,46736,10.75227002,M
113,"CARTER, KENNETH",Democrat,state:lower,RI,53485,2006-11-09,Individual,UT,TRUE,cand102793,2006,RI2006,RI12493,RI-31,-0.741103182,1,9.070411682,40.92958832,40.9,NA,0,5.766,0.113,0.219047619,1,1,0.5942,2,1,54.48093796,1,40378,0,53485,10.88715652,21280,9.965569935,14150,9.557540572,500,6.216606101,20365,9.921622123,2900,7.972810784,0.923173847,57936,10.96709423,M
114,"CARTER, KENNETH",Democrat,state:lower,RI,57970,2008-09-11,PAC,KS,FALSE,cand102793,2008,RI2008,RI12493,RI-31,-0.741103182,1,9.728855133,40.27114487,40.3,NA,0,6.491,0.113,0.193277311,1,1,0.6286,2,0,59.07041168,1,46736,0,57970,10.96768091,17650,9.778547718,15400,9.642187721,600,6.398594935,14650,9.592263872,2575,7.853993087,0.770826408,75205,11.227973,M
115,"DONELAN, JAMES M",Democrat,state:upper,RI,6000,1996-10-10,PAC,AR,FALSE,cand102870,1996,RI1996,RI13430,RI-15,-0.937071961,1,18.71773862,31.28226138,31.3,NA,0,7.723,0.113,0.176470588,1,0,0.5971,2,1,64.96840668,0,3351,0,6000,8.699514748,0,0,400,5.993961427,0,0,5600,8.630700432,0,0,1,6000,8.699514748,M
116,"ENOS, WILLIAM",Democrat,state:upper,RI,9915,1994-08-08,PAC,HI,TRUE,cand102886,1994,RI1994,RI13677,RI-47,-0.753887161,1,16.52070108,33.47929892,33.5,NA,0,7.536,0.113,0.2,0,0,0.4704,2,1,NA,NA,NA,0,9915,9.201804041,2965,7.994969523,6320,8.751632702,230,5.442417711,3010,8.010027528,355,5.874930731,0.824532225,12025,9.394743095,M
117,"GALLO, HANNA M",Democrat,state:upper,RI,24163,2004-07-20,Individual,SD,FALSE,cand102913,2004,RI2004,RI14116,RI-27,-0.881207881,0,-4.894294739,54.89429474,54.9,NA,0,12.535,0.113,0.114754098,1,0,0.5942,2,1,66.80921173,1,5980,1,24163,10.09257782,2050,7.626082758,10337,9.243581706,650,6.478509642,2200,7.696667082,400,5.993961427,0.61913547,39027,10.57200899,F
118,"GALLO, HANNA M",Democrat,state:upper,RI,23835,2006-06-21,Individual,ME,FALSE,cand102913,2006,RI2006,RI14116,RI-27,-0.881207881,0,-15.64577234,65.64577234,65.6,NA,0,11.885,0.113,0.142857143,1,0,0.5942,2,1,54.89429474,1,77180,1,23835,10.07891037,1875,7.53689713,10975,9.30346635,0,0,1750,7.467942332,250,5.525452939,1,23835,10.07891037,F
119,"HENSELER, SUZANNE M",Democrat,state:lower,RI,2200,1996-01-14,Party Committee,MS,FALSE,cand103049,1996,RI1996,RI14953,RI-44,-0.794302712,0,-19.86673107,69.86673107,69.9,NA,0,4.052,0.113,0.235849057,1,1,0.5971,2,1,100,1,4430,0,2200,7.696212639,500,6.216606101,1700,7.438971592,0,0,500,6.216606101,0,0,1,2200,7.696212639,F
120,"HETHERINGTON, NANCY",Democrat,state:lower,RI,150,1994-05-08,Party Committee,MA,FALSE,cand103050,1994,RI1994,RI14982,RI-28,-1.035004499,0,-3.950454712,53.95045471,54,NA,0,3.835,0.113,0.20754717,0,1,0.4704,2,1,NA,NA,NA,0,150,5.010635294,0,0,150,5.017279837,0,0,NA,0,NA,0,1,150,5.010635294,F
121,"KENNEDY, BRIAN PATRICK",Democrat,state:lower,RI,41795,2002-09-03,PAC,NM,TRUE,cand103067,2002,RI2002,RI15772,RI-38,-0.705622463,1,13.86113739,36.13886261,36.1,NA,0,4.004,0.113,0.18018018,1,1,0.6099,2,1,100,0,1375,0,41795,10.64053199,23115,10.0482803,17830,9.788693795,0,0,21065,9.955415645,2400,7.783640596,0.905261106,46169,10.74006386,M
122,"KENNEDY, BRIAN PATRICK",Democrat,state:lower,RI,37725,2008-07-16,Individual,VA,TRUE,cand103067,2008,RI2008,RI15772,RI-38,-0.705622463,1,16.99798077,33.00201923,33,NA,0,6.439,0.113,0.193277311,1,1,0.6286,2,1,100,0,39600,0,37725,10.53807828,21500,9.975854725,16225,9.694370173,0,0,19300,9.867912187,2200,7.696667082,0.927245914,40685,10.61361475,M
123,"LANZI, BEATRICE A",Democrat,state:upper,RI,57588,2002-10-09,Individual,NM,FALSE,cand103071,2002,RI2002,RI16117,RI-26,-0.874158328,0,-12.36149979,62.36149979,62.4,NA,0,8.935,0.113,0.224137931,1,0,0.6099,2,1,0,0,250,0,57588,10.96106949,2675,7.892078421,19850,9.896009663,2300,7.74109909,4725,8.460834458,14829,9.604407435,0.908715068,63373,11.05679318,F
124,"LANZI, BEATRICE A",Democrat,state:upper,RI,35345,2004-11-09,Party Committee,HI,FALSE,cand103071,2004,RI2004,RI16117,RI-26,-0.874158328,0,-12.44706345,62.44706345,62.4,NA,0,10.862,0.113,0.114754098,1,0,0.5942,2,1,62.36149979,1,43001,1,35345,10.47291222,6350,8.75636756,26975,10.20270286,1950,7.576097341,6125,8.720297287,-14075,0,1,35345,10.47291222,F
125,"LANZI, BEATRICE A",Democrat,state:upper,RI,41065,2008-10-16,Individual,KY,TRUE,cand103071,2008,RI2008,RI16117,RI-26,-0.874158328,0,-9.309333801,59.3093338,59.3,NA,0,11.612,0.113,0.183333333,1,0,0.6286,2,1,100,1,35345,1,41065,10.62291146,550,6.311734809,13125,9.482350275,1000,6.908754779,1000,6.908754779,17950,9.795401103,0.871683294,47110,10.76024057,F
126,"LIMA, CHARLENE",Democrat,state:lower,RI,1460,1994-10-01,PAC,MO,FALSE,cand103080,1994,RI1994,RI16344,RI-13,-0.922697613,0,-7.212036133,57.21203613,57.2,NA,0,2.891,0.113,0.20754717,0,1,0.4704,2,1,NA,NA,NA,1,1460,7.286191715,315,5.755742214,1145,7.044032897,0,0,315,5.755742214,0,0,1,1460,7.286191715,F
