"state","county","precinct_id","year","reg_voters","turnout","dem_votes","rep_votes","median_income","pct_bachelor","race_black","race_hispanic"
"ID","g","P05705",2024,848,617,302,297,46904,45.5,24,27
"MO","i","P00224",2016,853,611,305,300,42840,20.8,62.1,60.4
"MD","s","P24203",2016,858,612,301,300,57871,73.2,54.2,72.9
"AZ","c","P35822",2024,885,624,304,260,62352,42.9,2.4,29.2
"IA","f","P48811",2020,855,554,289,292,66660,14.7,5,54
"OK","h","P34760",2016,849,633,311,261,57600,11,41.2,46.4
"NV","z","P14762",2016,873,602,262,312,46006,69.6,3.8,13.3
"MO","i","P46835",2012,799,643,295,283,51887,18.5,36,27.9
"MI","a","P13453",2024,802,632,284,262,64380,25.5,64.5,14
"NY","s","P45859",2024,784,629,293,249,67315,32.5,35.7,12.2
"CA","f","P46289",2016,882,600,296,274,70424,10.8,57.8,51.8
"IN","l","P25530",2012,863,538,301,322,61275,50.1,16.1,52.5
"CO","k","P10200",2012,832,601,287,260,62541,69.5,58.7,74.7
"SD","i","P48710",2024,882,608,314,288,67161,29.2,34,43.7
"OR","a","P24275",2020,894,617,319,293,58366,27.7,53.3,65.8
"KY","r","P09545",2024,912,603,294,282,48616,73.5,50.3,61.5
"NJ","i","P14071",2012,826,573,311,260,65417,13.6,65,69.6
"AR","d","P20080",2016,828,573,289,279,44167,44.7,17.6,53.3
"IL","y","P16605",2020,848,588,310,243,51507,79.5,58.1,58.6
"OH","d","P02112",2024,840,607,328,275,54430,75.7,61.6,12
"VT","e","P09824",2016,827,577,312,275,52591,63.8,13.8,61.8
"AK","i","P46420",2012,813,596,334,278,69121,28.2,32,34.3
"TN","f","P01120",2016,891,619,282,303,56535,15.6,57.8,49.9
"HI","w","P36836",2020,890,658,310,292,45806,70.2,14.1,52.6
"NC","r","P39902",2024,861,577,300,305,46648,20.6,43.8,8.1
"NJ","f","P26568",2020,834,622,313,285,53482,30.4,29.4,24.6
"WV","n","P03642",2020,838,607,298,280,70158,41.9,10.4,59.3
"OH","a","P47833",2016,892,554,304,303,62942,78.4,65.1,13.4
"OR","b","P31334",2012,845,617,273,303,48537,53.5,45.3,39.7
"ME","x","P25203",2020,832,579,285,287,56035,29.5,41.1,32.5
"IA","d","P11272",2020,822,603,303,254,49942,54.1,23.5,56.4
"MT","y","P00196",2016,848,599,309,304,62352,78.4,52.8,30.4
"TX","e","P17419",2012,904,563,302,300,64587,55.8,68.8,32.4
"IA","a","P13709",2024,798,579,308,290,59086,42.5,8.4,26.8
"NY","w","P05951",2020,857,612,320,302,60149,44.9,6.8,17
"WV","b","P48561",2012,835,557,312,254,59042,54.6,51.7,29.7
"OR","t","P28895",2012,824,622,304,274,51189,10.3,31.8,68.8
"NJ","n","P29467",2012,824,577,286,290,63484,67.8,48.2,30.3
"OK","s","P37362",2024,876,620,282,283,59237,68.4,46.1,73.5
"NE","d","P31411",2016,851,549,304,252,46710,55.6,21.6,51.6
"NV","j","P48168",2016,823,607,279,263,61650,51.8,69.5,35.3
"RI","h","P06094",2012,793,565,285,276,61973,47,20.6,71.3
"NV","t","P02773",2020,823,546,325,283,45161,20.7,23.8,67.4
"OH","g","P13476",2012,856,550,306,282,70412,47.9,4.7,40.5
"OH","f","P43191",2012,910,605,302,266,55199,39.1,63.9,28.8
"NH","m","P40756",2020,855,572,307,270,52226,69.7,46.7,39.1
"IL","y","P21402",2016,886,623,328,295,47988,38.6,15.2,50.5
"NJ","w","P08829",2024,874,545,309,317,33705,75.4,17.8,6.1
"OK","v","P27070",2012,865,578,322,275,49576,65.9,27.5,17.4
"PA","t","P31461",2020,810,635,286,277,53619,22.3,15.3,22.3
"ID","f","P03639",2016,880,604,303,266,70206,75.5,50.5,49.4
"CO","b","P48265",2024,851,553,326,303,65842,29.7,46,30
"AK","j","P04051",2024,816,585,304,293,57199,25.5,2.6,7.8
"NM","l","P23236",2012,854,630,288,279,34136,16.5,59.9,5.3
"SC","h","P42128",2020,857,647,302,283,53688,68.2,52.5,76.4
"IN","q","P05321",2012,835,571,285,252,51213,12.3,46.3,50.7
"VT","y","P11520",2016,854,616,316,284,52076,28.1,50.2,32.4
"WV","y","P40742",2020,911,625,315,272,50213,36.4,62.5,28.6
"AR","c","P24348",2024,894,597,285,282,55064,48.8,0.9,13.8
"UT","i","P33153",2024,951,611,315,266,50833,11.6,42.6,77.1
"VT","l","P37331",2020,845,643,309,256,62137,23.7,16.6,12.7
"NC","p","P00509",2016,836,580,296,279,35646,45.7,47.4,65.1
"KY","c","P35458",2012,880,652,278,278,65898,50.5,52.3,41.2
"WV","k","P47334",2012,869,596,289,294,39986,28.2,4.9,3.9
"KS","p","P17609",2012,821,594,287,269,56011,31.8,69.6,74.6
"NM","s","P23984",2024,879,585,327,274,52649,61.3,52.8,24.6
"MA","m","P36283",2024,847,582,294,297,67199,16.1,12.8,3.5
"GA","w","P26451",2024,871,583,274,262,61208,37.7,8.4,60.4
"MI","y","P39942",2024,835,592,306,308,43320,66.9,53.9,31.5
"ND","e","P23134",2016,833,574,305,302,62677,38.1,42,22.4
"MO","f","P02204",2012,855,606,294,274,64705,24.6,36.7,6.8
"OR","w","P36652",2020,893,617,260,253,57823,11.1,27.5,61
"NH","u","P19709",2016,861,660,289,286,63988,12.9,10.9,19.2
"WA","o","P09985",2024,836,597,277,259,54521,14,63.4,22.4
"DE","o","P32844",2024,807,603,328,242,41442,25.5,20.4,44.1
"PA","w","P35180",2012,863,560,298,285,50055,50.4,3.6,20.1
"KS","k","P26814",2016,865,607,298,284,51902,46.8,17.9,3.2
"OK","g","P40362",2012,833,608,337,255,69000,68.8,11,44.4
"UT","l","P25730",2020,888,563,270,290,61630,77.2,51,39.4
"VA","e","P16278",2016,902,616,319,251,49546,33.9,54.1,56.2
"NV","g","P29096",2020,873,621,283,280,50972,10.3,35.3,14.2
"ME","x","P04798",2020,824,638,285,297,58322,31.1,26.1,19.1
"NE","h","P17983",2020,823,601,304,294,47072,14.2,64.1,54.9
"VA","x","P40678",2024,891,616,275,274,58542,72.3,9.5,71.4
"CT","z","P24249",2020,878,546,267,299,51974,14.5,37,22.4
"SD","i","P32123",2012,796,572,311,283,48191,53.8,64.4,41.8
"TN","f","P14049",2016,847,587,287,280,53481,62,69.5,77.3
"OK","i","P37142",2020,873,573,298,259,57324,61.2,66.1,79.6
"NH","a","P20961",2024,866,582,318,268,55923,19.1,54.5,51.8
"TN","p","P24185",2024,838,547,300,300,40639,48.7,40.4,18.7
"MO","p","P13088",2016,797,594,277,278,65237,40.7,69.4,34.5
"NC","s","P17989",2016,854,609,315,279,51205,40.4,46.8,36.9
"CA","w","P41082",2020,853,562,302,285,53078,15,47.9,79.2
"AL","g","P36861",2012,862,597,291,266,63650,44.4,17.5,65.6
"ID","k","P28894",2020,833,592,292,313,46425,56.3,22.3,6.8
"AZ","f","P41753",2020,842,614,325,302,54353,11.6,44.9,16.4
"NH","t","P25214",2012,839,590,304,332,44264,26.1,65.5,39.5
"IL","z","P27933",2016,871,537,288,280,71012,29.5,58.7,42.5
"ID","y","P25522",2012,837,591,271,287,66240,72.7,65.8,34.2
"KS","f","P39795",2012,835,579,291,266,56249,14.3,53.9,52.7
"VT","u","P13740",2016,838,603,289,287,56559,31.9,27.6,78.3
"LA","t","P26313",2020,816,564,285,290,58308,42.9,65.3,2.4
"MT","u","P31783",2024,843,610,267,294,41744,56.4,24.7,52.5
"ID","d","P49516",2012,849,611,313,272,37601,45.4,26.5,33.9
"CO","e","P41193",2020,836,591,305,271,49674,13.9,51.2,0.5
"CO","g","P33564",2024,861,617,278,307,61256,77.3,21.4,6.2
"NH","f","P11175",2024,849,633,324,296,63290,74,68,74.1
"SC","s","P25587",2024,861,607,342,281,43899,30.8,17.5,76.3
"IA","r","P26167",2024,847,574,280,271,58488,47.2,33.2,34.4
"NC","s","P11062",2024,894,584,282,316,73447,17,21.2,51.5
"CO","k","P05174",2012,892,599,310,286,49547,42.1,28.4,50
"HI","k","P49850",2020,896,597,295,279,54537,31.8,29.7,68.1
"TN","l","P37621",2024,783,601,284,287,65453,24.1,49.1,54.4
"ND","c","P05920",2016,844,554,282,309,48401,51.1,68.1,60.7
"ID","i","P20565",2012,866,616,293,248,23079,58.2,17.6,6.9
"LA","g","P15238",2024,844,620,289,284,63608,69.4,11.3,75.4
"HI","z","P18799",2020,900,624,307,258,41110,28.6,12.1,13.2
"WV","e","P22531",2016,863,573,305,275,37136,12.9,6.2,19.8
"UT","i","P25073",2024,878,610,308,295,49396,67.7,25.3,37.4
"PA","x","P13328",2024,846,578,315,270,50478,46.4,0.1,4.5
"OH","y","P45963",2020,872,574,321,287,65233,63.7,54.2,71
"MI","i","P21857",2012,825,626,328,240,59701,69.7,62.2,43.3
"MN","i","P30390",2012,817,625,265,279,47209,70.4,51.5,3.4
"SC","o","P02297",2024,788,609,325,299,55600,17.8,60.6,44.4
"NE","w","P20020",2020,837,632,284,267,49068,49.2,29.9,5.4
"NY","e","P16733",2024,839,629,271,274,34283,61.1,56.9,77.1
"HI","x","P37203",2012,884,586,298,277,64435,13.6,31.6,43.2
"NV","o","P15598",2016,843,595,297,297,66455,22.6,56.5,43.3
"AZ","o","P48796",2020,845,603,310,261,57184,77.9,2.8,29
"AR","w","P19853",2020,825,602,312,264,75241,65,54,40.4
"DE","p","P19804",2012,873,625,312,259,46833,36.6,27.9,50.7
"NM","o","P01963",2016,868,598,308,274,49433,56.6,27,56.8
"MA","o","P14664",2012,881,565,309,307,46330,39.6,34.1,0.2
"MD","k","P41227",2016,857,625,326,281,51600,17.6,17.4,22.7
"HI","k","P09317",2020,866,581,286,304,52784,76.8,48.9,68.8
"ID","k","P04455",2016,843,608,299,290,67593,34.1,50.9,55.5
"VT","u","P21072",2012,848,579,319,268,59563,76,30.4,70
"IN","i","P07527",2012,858,596,311,303,46769,79.4,62.7,5.5
"ME","g","P18213",2012,808,575,341,260,56099,75.1,45,75.5
"NM","n","P48603",2016,883,651,282,293,52312,58.7,62.8,13.3
"DE","w","P20182",2012,827,623,308,276,49386,22.3,29.2,48.5
"NY","u","P15556",2012,850,619,287,297,64532,50.8,14.9,59.2
"PA","q","P15345",2016,846,610,280,294,63525,66.1,33.9,38.9
"UT","z","P38643",2020,868,581,269,262,57759,20.4,57,7.7
"PA","z","P03687",2016,913,605,272,258,52837,32.8,53.7,69.6
"KS","b","P31881",2024,817,594,346,269,54358,58.9,13.1,30.6
"MA","x","P17414",2012,819,554,298,292,51234,22.6,14.7,42.7
"SC","d","P04723",2020,815,587,300,281,41545,60,42.5,45
"OK","f","P10096",2020,822,593,284,251,60251,61.1,21.5,1
"SC","s","P49055",2012,854,580,306,274,57111,56.6,7.4,40
"MT","d","P29755",2020,852,624,295,282,53519,28.4,1.9,67.3
"MT","s","P23694",2024,856,664,293,274,37438,38.6,5.9,70.8
"NM","b","P27919",2016,870,607,311,288,57712,73.3,55.9,47.9
"OR","f","P18100",2020,804,605,314,257,61087,39.7,10,40.9
"ID","i","P25354",2016,835,620,294,298,42751,63.8,52.7,62
"NJ","n","P44842",2024,822,578,334,271,40574,77.9,32.4,21.8
"DE","x","P23505",2012,883,623,269,293,56702,43.6,24.1,63.5
"OH","r","P25223",2012,849,574,287,276,42424,54.3,61.5,25.3
"NC","t","P36621",2012,836,599,320,275,56136,52.7,44.6,35.6
"NV","s","P46928",2012,839,584,321,253,49099,53.3,40.1,68.6
"MN","y","P14781",2020,831,618,281,296,45865,10.5,53.6,38.7
"OK","b","P12160",2012,914,588,315,256,55197,67.7,41.6,62.8
"FL","t","P43151",2012,829,615,272,282,40088,67.8,31,12
"MN","h","P21250",2020,799,593,307,273,55812,42.6,42,8.3
"OK","k","P28115",2020,849,617,325,293,35795,14.1,16.2,6.1
"GA","u","P22002",2024,840,594,296,264,65138,53.3,2.5,74.9
"AL","x","P26427",2012,867,598,327,285,68770,57.3,57.7,59.4
"HI","j","P47795",2024,882,614,338,276,58653,38.5,23,79.1
"GA","w","P39370",2016,839,607,279,280,49879,26.3,5.3,49.8
"NV","z","P28964",2012,839,602,337,271,61025,38,10.5,62.8
"MO","z","P26966",2016,886,622,317,290,45834,25.8,21.8,21.8
"CA","y","P01255",2012,854,599,291,269,45132,56,17.9,24.8
"FL","v","P26857",2016,875,641,316,262,51359,34.3,2.4,34.6
"NE","w","P20970",2016,832,608,272,316,37828,21.8,22.5,11.3
"PA","s","P08214",2012,840,608,311,301,37449,51.3,55.5,77
"CO","x","P21714",2012,852,608,265,279,37355,55.7,68.8,67.5
"MN","w","P26938",2016,822,612,292,281,49263,13.4,47.6,52.9
"MN","u","P31199",2024,862,591,293,292,42262,79.5,0.3,1.6
"SD","w","P42364",2020,866,598,283,265,52173,43.2,46.7,66.8
"RI","o","P24643",2020,840,639,307,273,48553,49.1,55.1,66.6
"FL","p","P46794",2012,848,569,306,249,64168,50.9,54.5,51.7
"ID","d","P10065",2016,862,578,314,277,55080,25.5,40.8,14.4
"VT","t","P40157",2020,883,568,288,283,52357,41.4,8.2,65.8
"KY","u","P24740",2024,846,596,315,274,56380,50.3,28.3,9.4
"VT","w","P49033",2016,815,632,297,267,55883,27.6,64,5.5
"AR","m","P18664",2020,847,558,311,303,29451,50.9,57,79.5
"ND","o","P17733",2020,839,634,314,256,44268,74.8,35.4,8.9
"VA","s","P37269",2016,817,614,273,303,54173,12.3,63.8,34
"OR","g","P28516",2012,877,597,289,297,81332,66.9,51,42.3
"NE","u","P43697",2016,874,586,321,279,43573,54.2,64.5,38.1
"NH","c","P40302",2024,846,594,293,254,51078,64.6,62.5,39.4
"MT","e","P33590",2024,837,546,313,290,43982,78.4,57.8,49.8
"IN","g","P22163",2024,811,616,307,299,47927,65.4,57.4,62.2
"IL","m","P14351",2016,856,559,305,269,63756,59.7,33,59.6
"IA","a","P21326",2020,869,631,302,298,71116,52.2,5.1,53.3
"NH","v","P19260",2012,854,586,297,262,60789,69.7,40.1,39.8
"OK","f","P41194",2012,851,573,291,236,64794,30.7,4.9,76.6
"AR","v","P31076",2024,852,602,296,293,46899,59.5,63.2,61.1
"MI","e","P28124",2012,825,621,307,294,64622,48.3,22.7,0.7
"MT","v","P42139",2020,852,613,311,237,60513,39.5,67.3,7
"IA","r","P19490",2016,828,610,303,288,73873,54.1,33.6,35.5
"TX","x","P29912",2020,843,596,341,291,49951,26.8,24.6,38.9
"MI","f","P26012",2020,876,582,271,301,39760,79.7,5.8,47.1
"MA","j","P41054",2016,850,628,332,300,59329,54.9,64.6,5.5
"NH","y","P40162",2024,880,617,296,311,35178,75.1,14.9,47.7
"CA","d","P49133",2024,812,609,276,290,61250,26.5,55.4,42.4
"TN","v","P43969",2012,841,609,325,282,42645,64.8,26.1,62.8
"MO","s","P43535",2024,866,617,293,286,59198,34.5,16.2,70.3
"AK","l","P07347",2024,901,540,301,298,40820,38.5,10.9,48.3
"MS","b","P05041",2016,896,582,298,285,65503,76.6,7.9,13.3
"CT","p","P41449",2012,857,622,294,267,53960,75.9,33.2,66.3
"TX","i","P09614",2016,871,590,301,266,53246,42.4,42.1,25.9
"TX","y","P45681",2020,804,599,274,241,51547,17.9,47.1,58.4
"GA","s","P21152",2016,855,617,298,267,45353,57.5,27.5,21
"ID","z","P00830",2024,830,591,326,279,53292,12.7,44,1.8
"VA","n","P47536",2024,863,643,283,313,48062,19.3,28.1,38.1
"CT","d","P39236",2020,882,636,306,304,41560,30.5,58.5,32
"AR","x","P07335",2016,846,597,311,250,60583,41.9,63.1,22.5
"KS","v","P24241",2012,850,629,315,300,47365,21.5,60.8,51.7
"DE","q","P17380",2012,832,610,289,259,55788,56,2.6,48.6
"MI","w","P49323",2016,836,585,337,280,67549,16.7,28.7,3.2
"FL","k","P05798",2024,854,602,286,263,78341,43,2.3,9.1
"NY","d","P33394",2012,883,610,294,281,49403,37.9,41.8,78.3
"GA","s","P41991",2016,837,616,314,298,60669,49.8,65,24.4
"SD","d","P30328",2016,803,600,331,290,45767,74.6,20,17.2
"NH","v","P31444",2024,797,631,309,286,72543,35.3,52.7,6.9
"HI","t","P08525",2012,853,603,320,289,61857,67.1,44.9,42.8
"NY","v","P27129",2016,848,591,311,247,49359,66.6,35.7,46.3
"SC","k","P48813",2012,840,598,302,285,54880,68.6,39.3,65.6
"FL","d","P32254",2024,820,613,314,289,53709,18.5,44.4,30.4
"MT","p","P03640",2012,828,560,303,281,51109,13.3,51.7,22.4
"KS","r","P13529",2012,887,610,287,261,67150,53.6,44.2,69.8
"NJ","a","P41120",2016,865,588,315,269,57556,41.6,20,19.2
"NV","n","P47056",2020,848,581,321,311,63969,43.2,18.7,67.8
"MA","o","P32425",2024,834,617,306,276,63602,58.8,40.6,76.1
"NJ","c","P10197",2016,870,611,302,270,47721,45.2,30.1,37.2
"KY","x","P15607",2020,803,610,317,279,41677,73.7,26.7,11.6
"NE","o","P41873",2012,847,602,270,276,61246,45.8,59.3,42.5
"MS","w","P21032",2016,816,583,297,256,70402,77.6,43,9.4
"MS","v","P10743",2012,845,597,322,286,43652,72.5,41.7,37.8
"OR","r","P18953",2012,851,587,311,246,57521,24.8,31.6,1.6
"PA","o","P18338",2016,837,595,301,289,43992,54.7,60.9,63.8
"KS","k","P33386",2024,878,594,307,266,48438,44.9,60.5,64.7
"ND","q","P01195",2012,824,591,288,284,59348,73.7,30,55.5
"TN","y","P13456",2020,865,637,298,298,39676,68.5,52.2,33.5
"NV","p","P49670",2024,873,587,289,288,60672,29.7,46.8,20.1
"WA","c","P23417",2012,848,592,310,288,57338,31.6,5.2,10.8
"IN","p","P29095",2024,876,558,308,296,58575,64.2,4.1,2.1
"WA","e","P39514",2012,813,605,294,274,61766,70.8,41.8,26.3
"AL","e","P25292",2024,841,583,264,271,62720,47.3,38.4,65
"OH","a","P00831",2024,824,560,296,245,78004,62.5,68.1,76.4
"AL","h","P04896",2024,859,584,302,255,50839,60.7,55.8,63.3
"UT","h","P29929",2024,863,628,304,273,54960,39.5,66.3,17.6
"NY","k","P03893",2016,843,578,298,259,47140,19.5,35.2,58
"FL","v","P29164",2016,828,601,318,264,44044,36.5,34,1.7
"OR","f","P23119",2020,868,583,281,282,67453,14.3,33.1,73.6
"CO","p","P15770",2012,865,585,282,293,55390,27.5,27.7,45.6
"NM","d","P37946",2012,806,584,302,283,45406,63.9,24.6,9.1
"IA","k","P08359",2020,846,574,295,287,54016,44.4,22.4,66.9
"NV","c","P15187",2012,831,577,269,271,54448,28.3,42.1,15.8
"MA","w","P34488",2016,819,614,320,279,55839,41.9,62.9,49.6
"UT","n","P05803",2020,875,559,302,269,49409,24,52.3,71.3
"WA","m","P45551",2024,857,571,310,266,39686,74.2,68.5,57.3
"MO","a","P29979",2020,896,617,328,267,57705,76.9,7.7,3.7
"TX","g","P38238",2012,881,607,282,312,63122,25.7,19,5
"MD","c","P43843",2016,886,622,274,268,62634,72.6,12.3,36.3
"VA","e","P17664",2016,909,636,268,254,38545,59.1,61.4,70.4
"VT","l","P14974",2020,837,627,283,269,43964,17.2,5.8,68.1
"TN","f","P03683",2016,837,597,320,245,46455,42.8,7.6,74.4
"CO","w","P48096",2020,835,620,336,273,58072,64.3,24.8,26.5
"NY","z","P27893",2020,865,589,331,269,59128,24.8,57.1,37.8
"MO","i","P35893",2016,817,567,289,296,73889,65,6.7,23.5
"MI","h","P00094",2012,888,652,294,298,47931,63.3,47.6,62.2
"SD","q","P32616",2012,849,607,314,276,65311,36,53.4,28.7
"AL","r","P06905",2012,846,621,292,313,34046,45.6,50,70.6
"KS","f","P45720",2012,839,621,305,282,48628,36,58.9,35.7
"FL","i","P01020",2016,871,607,331,276,48200,51.9,56.5,35.7
"CO","n","P39478",2020,826,638,320,267,54167,41.7,48.9,26
"NC","d","P28099",2012,843,603,320,280,50118,78.2,37.3,10.8
"SD","e","P49058",2012,806,617,297,263,60800,44,43.4,0.6
"HI","z","P07638",2016,820,591,285,281,50653,65.6,53.2,38.4
"OH","y","P05686",2012,874,596,292,307,59414,56.2,65.8,45.1
"PA","v","P09245",2020,864,565,311,244,57315,50.3,51.1,62.7
"AL","k","P39331",2016,865,601,292,275,60433,50.3,67.1,65.1
"RI","o","P05169",2024,850,638,310,291,51122,47,27.6,33
"KY","c","P20237",2020,823,604,286,270,61849,55.5,32.2,21.1
"AL","b","P27692",2012,859,583,312,268,45217,12.3,35.7,65.8
"HI","u","P43356",2016,891,608,304,282,56273,55.3,42.9,75.8
"MI","s","P43760",2012,887,578,313,256,59336,32.5,19.8,40.2
"TX","n","P46072",2016,880,594,306,288,47695,35.1,59.7,22.8
"IL","h","P04273",2020,841,564,303,252,75877,20.4,0.6,66.2
"MA","b","P09874",2020,821,599,329,306,56144,59.6,48,12.4
"NE","i","P06369",2024,848,586,321,286,52284,34.6,65,78.5
"NH","b","P31073",2012,836,606,321,270,58314,77.1,43.3,76.5
"NJ","m","P12474",2012,814,583,295,264,50562,76.6,54.9,26.2
"MO","m","P06962",2012,859,599,336,287,54137,11.2,25.4,15
"SD","m","P37690",2020,817,568,308,277,51435,47.5,41.7,20.2
"MN","c","P27518",2016,837,581,299,293,47303,66.2,38.3,73.3
"IL","p","P27643",2012,833,551,291,273,37833,42.2,7,49.9
"MD","p","P30760",2024,914,582,284,300,44638,59.1,5.2,18.7
"NM","e","P00855",2012,944,608,315,268,46965,55.7,62.9,48.9
"KS","q","P14732",2020,817,668,328,271,49529,50.5,57.4,4.7
"NE","c","P30813",2016,854,584,314,299,51525,55.3,57,15.3
"WA","g","P46863",2016,857,634,337,268,47615,33.9,59.8,35.7
"ME","s","P21648",2012,814,582,321,280,46628,73.4,51.8,71.7
"FL","x","P07016",2012,826,587,283,300,63749,49.6,46.5,9.9
"NY","b","P35165",2020,850,589,298,291,60474,19.5,39.8,36
"ND","l","P31471",2012,856,594,291,271,54799,15,26,26.2
"CA","x","P04746",2012,876,620,317,274,56378,44.2,32.3,8.6
"SD","z","P02253",2024,833,611,318,283,54799,27.9,67.9,58.8
"ND","p","P39276",2012,793,629,303,272,67489,64.8,2.7,12.5
"MO","d","P16564",2024,852,548,288,260,49878,27.4,53.7,11.2
"FL","q","P15619",2012,851,608,303,284,36567,14.7,34.9,80
"LA","q","P32837",2020,822,599,320,288,52526,54.9,60,16.6
"NE","l","P16610",2012,852,582,303,293,54456,64.9,41,76.7
"OH","r","P02427",2016,846,579,340,290,45924,19.5,40.6,53.1
"CA","c","P47648",2016,930,584,290,278,45253,71.6,0.4,73.1
"UT","b","P06397",2024,816,604,289,268,63242,10.2,35.6,70.4
"RI","y","P21818",2024,845,546,284,259,41408,25.9,44.2,29.3
"MD","w","P40227",2024,846,632,297,261,59673,13.5,34.6,62
"ND","u","P48269",2020,841,626,342,274,39337,68.2,30.2,43.1
"LA","w","P41146",2020,850,615,340,225,62682,18.7,8.9,17.1
"NH","m","P08585",2024,807,611,294,304,60755,63.4,20.5,12.1
"AZ","c","P15205",2012,865,579,335,253,48703,78.1,32.7,62.8
"VT","l","P30393",2024,836,637,315,271,48923,51.9,57.6,78.3
"IL","c","P41701",2012,842,589,292,266,61527,19.1,0.5,60.6
"AZ","o","P14044",2020,872,586,313,282,56364,47.8,58.6,32.9
"DE","n","P36320",2020,785,585,304,285,62956,11,38.2,22.5
"DE","m","P29388",2012,867,658,286,271,62395,73.7,69.9,66.6
"NJ","i","P09444",2020,854,636,289,263,41027,30.5,52.5,76.9
"CT","u","P39406",2020,867,617,284,272,47805,25.8,64.4,29.4
"RI","c","P23820",2024,892,610,290,275,46767,64.1,16.2,9.3
"OK","a","P19436",2012,916,622,301,283,63159,36.7,61.5,6.5
"IA","n","P05504",2024,854,613,297,274,57082,18.1,23.4,39.7
"MN","k","P25764",2012,841,619,285,287,54061,67.7,23,26.6
"SC","w","P03531",2020,790,599,300,291,44290,72.3,2.7,50.5
"PA","l","P03253",2024,839,584,301,280,58715,22.3,58.1,39.4
"AK","g","P16960",2012,830,625,298,237,64351,46.1,38.7,35.3
"OR","n","P30253",2012,870,593,309,290,58180,27.2,38.8,10.4
"SC","a","P40134",2024,877,607,344,276,64843,33.8,15.4,41.1
"AR","y","P44691",2016,861,585,346,284,62194,25.7,55,38.7
"NJ","w","P02694",2012,807,574,275,272,54820,56.1,10.9,44.2
"IL","b","P33410",2016,830,587,314,281,43731,65.2,58.2,25.6
"AR","b","P39017",2020,880,591,309,297,48671,36.1,54.5,64.6
"SC","n","P03766",2020,884,599,329,270,55284,10.4,68,27.4
"MA","y","P11325",2024,835,618,327,257,62240,46.9,36,1.9
"CA","d","P40669",2012,800,582,292,278,28778,76.1,36.2,37.6
"NV","d","P09203",2024,869,585,324,289,52409,59.4,15.1,4.2
"PA","c","P27176",2016,858,576,281,273,50976,75.6,41.6,30.7
"ID","s","P13856",2016,825,596,286,287,58524,33.3,7.3,15.8
"AZ","m","P47212",2016,861,602,304,293,72573,66.5,12.7,65.3
"TX","p","P47400",2024,879,569,298,280,66441,24.8,25.4,76.3
"CO","y","P00016",2012,881,550,285,302,57626,63.4,52.8,14.8
"AR","k","P21367",2016,844,626,298,294,50214,71.6,15.9,43.3
"OH","d","P30230",2020,831,627,293,307,58400,17.2,61.6,70.3
"NV","o","P48694",2020,843,598,280,290,53613,37.7,64.2,79.6
"MD","j","P37985",2016,865,586,285,265,48697,45.4,19.9,57.8
"WV","v","P19302",2016,870,553,287,283,44337,46.4,24.3,43.9
"UT","f","P15352",2012,854,616,290,271,60963,53.9,21.4,42.4
"CT","b","P39705",2012,824,599,280,274,54249,30.3,28.3,27.6
"MA","o","P29391",2016,825,582,306,291,49723,60,5.1,31.7
"AL","a","P27189",2020,901,598,351,275,53907,11.1,61.2,51.8
"MA","g","P39850",2012,900,637,325,269,46721,24.7,26.2,56.5
"TX","x","P33565",2016,837,558,288,269,64421,35.9,7.9,53
"VA","v","P32881",2012,830,560,309,303,51870,17.3,9.9,56.7
"TN","z","P33221",2020,885,614,286,280,50298,25.6,34.1,77.4
"IN","y","P01949",2012,867,604,252,299,53968,67.1,33.7,62
"KY","d","P38332",2020,835,647,305,282,48837,76.3,9.6,41.1
"UT","x","P38718",2012,798,604,299,302,52306,18.3,27.8,70.3
"DE","v","P08324",2016,805,617,283,290,70664,11.3,14.4,36.5
"TN","w","P31032",2012,897,600,317,254,48377,66.7,36.5,58.1
"ID","x","P04266",2012,813,557,304,297,51489,73.8,58.4,41.5
"NH","g","P45229",2012,822,580,287,257,69281,13.8,5.6,68.3
"PA","l","P04848",2016,850,612,301,278,45467,75,10,39.8
"NY","k","P31894",2012,847,582,319,255,37197,17.9,4.2,65.4
"NE","i","P22068",2024,837,567,294,265,57130,11,67.7,67.6
"CO","u","P31582",2012,842,567,327,275,59618,32.5,63.7,73
"ID","n","P46773",2020,853,560,290,284,76295,21.6,57.5,25.5
"MA","s","P45479",2020,868,574,294,259,61893,31.4,28.5,62.2
"UT","e","P30494",2020,822,615,317,304,44339,14,44.4,65
"OH","u","P06418",2024,843,611,302,256,50197,69.7,62.1,27.9
"MD","b","P17100",2024,898,606,294,288,55072,28.6,63.3,66.5
"MD","f","P47460",2020,860,559,288,260,49549,35.7,50.8,29.3
"DE","a","P22386",2016,857,605,293,285,50335,23.3,66.1,54.8
"VT","y","P21594",2016,837,602,320,319,49289,21,33.2,7.1
"AL","j","P27401",2024,824,608,318,289,69194,61.2,47.1,22.6
"NE","g","P25942",2024,814,576,300,278,69207,56.9,68.1,2.5
"OK","v","P28514",2016,871,619,315,284,72697,28.8,45.7,74.2
"MI","z","P01582",2020,876,645,274,262,64956,47.3,31.3,40
"CA","k","P23105",2024,878,579,302,297,63095,10.8,48.9,2.6
"SD","p","P46581",2024,829,629,287,282,74339,76.1,53.1,30.1
"GA","l","P27075",2012,812,567,304,276,52583,19.3,30.2,65.9
