"county_fips","year","unemployment_rate","median_income","gini_index","poverty_rate","pop_density","urban_rural","percent_white","percent_black","percent_hispanic"
"39497",2012,5.3,55209,0.52,19.6,525.1,"Urban",31.1,42.6,61.8
"41150",2020,10.6,61288,0.43,12.9,320,"Suburban",68.3,53.3,48.5
"46996",2016,4.1,52365,0.44,6.4,476.2,"Rural",58.3,40.4,55.4
"27604",2010,14,43869,0.44,22.5,51.1,"Urban",77.5,13.9,16.4
"35605",2013,14.1,55918,0.3,20.9,77.2,"Rural",51.7,11.6,41.2
"30499",2010,12,51974,0.51,27.6,216.3,"Urban",33.6,10.9,16.9
"18344",2017,11.4,60413,0.49,8.2,200,"Urban",66.8,1.8,64.8
"49716",2010,2.2,55775,0.45,24.6,139.8,"Suburban",75.8,19.5,64.8
"54859",2019,13.2,51230,0.37,9.9,129,"Rural",24.3,11.1,58.1
"30428",2015,11.2,64238,0.34,10.9,88.3,"Urban",32.5,29.1,59.6
"59374",2010,11.5,64826,0.34,28.6,105.1,"Urban",47.2,49.2,59.1
"53935",2010,8.2,47802,0.48,16.8,734.6,"Suburban",25.4,53.7,37.1
"15091",2010,6.6,43751,0.34,6.4,171.3,"Rural",55.7,45.5,38.7
"26215",2013,5.4,48722,0.45,15.1,308.6,"Rural",59.3,23.7,55.7
"52541",2011,8.8,65874,0.34,23,59.9,"Urban",51.9,56.5,54.3
"23317",2010,10.3,46406,0.48,19.5,150,"Rural",68.4,39.1,22.8
"50550",2010,2.7,48793,0.54,26.4,79.2,"Urban",33.2,17.3,54.9
"37226",2016,3.7,46412,0.32,16.3,219.7,"Rural",66,43.7,29.9
"15091",2014,9.8,46320,0.52,10.8,30.2,"Rural",43.8,52.6,30.3
"36191",2011,2.7,49540,0.41,19.7,1972,"Rural",38.3,48.5,18.1
"11621",2011,4.7,66422,0.32,21,351.6,"Rural",53.9,6,17.2
"33064",2020,15,41331,0.46,17.3,119.7,"Urban",28.2,17,56.1
"41150",2013,13,39591,0.31,11.6,115.9,"Suburban",71.5,8.9,36.9
"43485",2011,4.4,62872,0.38,13.2,357.4,"Suburban",89.1,34.9,45.5
"42033",2016,8.9,41702,0.49,9.8,304.8,"Urban",53.4,49.3,15.6
"51681",2018,12.2,52230,0.44,12.3,85.8,"Urban",31.3,43.9,5.6
"11363",2011,4.1,70051,0.54,22.5,335.6,"Suburban",25.7,10,34.6
"17105",2015,4.1,57749,0.38,5.9,289.9,"Suburban",52.8,52.4,39.1
"35815",2016,3.3,51350,0.38,17.3,738.1,"Suburban",77.7,3.5,62
"29461",2018,6.7,46106,0.34,20.2,1672.7,"Suburban",52.1,58.8,21.3
"57896",2016,6.9,43050,0.35,8,106.1,"Suburban",75.9,48.6,57.8
"11482",2016,7.4,50444,0.32,19.3,38.9,"Suburban",51.8,13.8,58.5
"25849",2017,6.7,55397,0.45,27.2,274.3,"Rural",37.7,41.2,9.1
"45283",2016,6.5,52523,0.45,16.3,237,"Suburban",27.4,25.6,17.1
"25489",2017,8.9,48825,0.51,13.9,1321.9,"Rural",52.9,58,43.8
"27510",2014,12.1,46871,0.41,17.4,909.4,"Suburban",62.4,58.1,49.1
"54441",2010,7.7,61446,0.54,23.2,191.2,"Rural",42,34.4,59.5
"43292",2011,14.8,51051,0.5,11.5,736.2,"Suburban",24,18.7,19.3
"14179",2013,9.6,66225,0.42,22.4,747.5,"Rural",42.9,9.7,9.4
"33032",2013,9.6,64646,0.45,10.8,109,"Suburban",88.5,22.2,66.4
"48423",2012,9.5,60198,0.31,11.9,120.5,"Suburban",32.1,40.2,63.1
"45714",2011,11.9,49635,0.44,25.4,77.9,"Suburban",52.5,59.9,39.8
"36191",2012,13.3,49405,0.52,29.8,140.7,"Suburban",66.5,13.5,60.3
"49157",2013,13.5,56987,0.31,15.9,183,"Suburban",67.3,45.2,15.3
"37065",2010,8.1,60160,0.47,24.2,126.6,"Urban",83.5,1.7,50.2
"43094",2018,8.6,52071,0.49,28.9,79.9,"Urban",20.7,52.2,50.8
"58323",2016,13.8,42796,0.3,22.8,88.8,"Urban",63.4,1.7,2.7
"59107",2016,5.2,52533,0.28,9.3,213.8,"Rural",78.8,58.2,38
"59087",2019,5.2,46842,0.28,26.3,815.7,"Suburban",67.7,6.5,56
"44447",2011,4.2,42297,0.39,25.3,912.3,"Urban",63,27.7,27.6
"45811",2013,11.4,53104,0.44,22.5,441.3,"Suburban",26.5,42.6,41.3
"10771",2010,7.1,63946,0.36,9.5,90.3,"Rural",22.9,34.8,29.5
"29041",2010,10,59404,0.36,9.3,48.9,"Suburban",42.6,34.9,43.9
"36056",2012,9.4,50861,0.54,15.4,252,"Suburban",45.8,53.8,14.9
"17281",2020,9.8,37699,0.45,22.3,261.9,"Rural",30.3,58,31.2
"30056",2013,7.6,58897,0.51,13.4,152.5,"Rural",37.9,43.6,33.6
"10622",2011,7.7,40842,0.51,26.5,1364.8,"Urban",36.5,39.2,28.8
"29134",2016,8.8,48153,0.31,19.1,24.6,"Suburban",52.2,14.9,52.4
"44136",2011,9.4,65274,0.53,11.6,215.4,"Rural",81.9,54,56
"58596",2017,12.6,51818,0.33,8.1,123.9,"Rural",85.4,33.3,51.7
"26641",2020,12.7,62934,0.51,18.7,1035.5,"Urban",82.7,18.5,8.8
"39497",2010,3.2,57385,0.5,22.7,166.9,"Urban",27.2,21,6.8
"34493",2015,6,56966,0.51,27.7,120.4,"Urban",41.9,9.8,11.4
"41468",2010,13.7,37091,0.39,8.6,119.9,"Urban",67,25.9,63.9
"59560",2019,14.6,56418,0.42,7.9,798.3,"Rural",22.5,20.1,4.3
"45283",2014,11,51375,0.49,11.4,292.7,"Suburban",27,17.7,13.4
"59362",2015,10.5,57239,0.43,25,215.6,"Suburban",89.6,9.4,11.6
"33199",2013,3.1,45319,0.37,17.8,113.4,"Suburban",55.3,56.7,2.5
"34493",2011,2.9,54861,0.54,23.6,146.9,"Urban",20.1,8.1,52.6
"18617",2018,5.1,55766,0.38,11.6,126.8,"Rural",86.1,43.7,67.7
"42137",2013,8.4,52757,0.29,18,231.4,"Rural",56.3,37.3,15.4
"58880",2019,6.2,39253,0.33,17.5,202.4,"Rural",33.4,9.6,28.9
"49675",2014,12.6,42760,0.5,28.8,293.4,"Suburban",33.3,59.3,43.7
"29698",2010,3.8,55935,0.53,11.7,104.9,"Suburban",48.9,54.4,39.2
"10771",2015,2.2,47787,0.51,26.4,206.2,"Suburban",79.2,38.5,22.9
"30056",2015,3.3,40690,0.47,10.8,374.4,"Urban",76.8,15,8.4
"29041",2012,12,51538,0.37,9.4,170,"Urban",70.6,12.6,3.7
"28785",2014,13,46622,0.29,8,376.8,"Urban",59.7,14.3,33.4
"30421",2010,6.2,47247,0.53,11,312.7,"Urban",27.3,10.2,42
"44705",2014,14.9,42585,0.4,18.4,81.3,"Suburban",37.7,31.6,53.4
"34343",2015,5.3,68163,0.36,23.3,755.2,"Rural",36,45.8,23.8
"49583",2013,4,58286,0.34,28.9,285.4,"Suburban",25.9,31.9,9.6
"37770",2018,14.3,47360,0.43,8.9,116.3,"Suburban",84.6,7.4,7.9
"47504",2012,11.1,43673,0.33,6.5,76,"Suburban",47.3,25.9,30.2
"35815",2015,3.3,58111,0.41,28,287.5,"Urban",67.9,35.7,69.1
"47624",2013,10.9,73284,0.3,16.1,68.7,"Urban",59.3,40.1,41.9
"49716",2018,4.2,45234,0.29,13,23.5,"Suburban",35.9,28.7,31.2
"54450",2018,14.4,50981,0.5,13.8,103.4,"Urban",41.4,9.9,53.7
"35815",2018,13.9,66198,0.3,6.2,1235.4,"Suburban",45.2,6.5,62
"58020",2019,10.7,47062,0.3,23.4,87.6,"Urban",45.4,54.7,18.8
"39572",2017,11,68071,0.34,10,45.1,"Suburban",49.9,46.9,4.4
"43078",2011,5.8,50744,0.34,29,273.6,"Rural",82.4,23.4,38.6
"35493",2019,6.6,38995,0.46,16.9,248.3,"Urban",83.1,12.5,57.7
"41468",2011,2.9,42028,0.35,27.6,136.9,"Urban",66.7,52,60.2
"51507",2019,10,48799,0.36,21.6,350.3,"Suburban",20.9,20.9,59.3
"59524",2020,10.2,55187,0.32,11.5,621,"Rural",76.7,33.9,8
"55049",2016,14,40920,0.4,12.7,491.9,"Rural",59.4,40.6,48.2
"25010",2012,7.4,52971,0.42,19.4,88.5,"Suburban",26.8,38.1,7.6
"57668",2010,3.8,38697,0.51,16,801.6,"Urban",40.8,31.6,58.4
"10020",2019,8.4,31528,0.47,6.8,111.5,"Suburban",87.7,15.1,55.9
"44275",2010,8.6,52259,0.48,16.7,164.3,"Urban",30.1,19.7,45
"26828",2013,9.7,42559,0.41,8.2,1000.5,"Urban",40.9,51.7,36.8
"59416",2020,4.1,49350,0.39,27.4,161.1,"Urban",49.2,8.1,69.8
"49716",2014,2.6,46340,0.51,25,425,"Suburban",37.7,59.6,8.2
"38761",2012,5.6,50004,0.4,14.2,74.4,"Suburban",30.1,8.8,27.7
"35815",2016,11.6,56158,0.49,17.9,948.8,"Urban",60.4,18.3,61.8
"17983",2014,10.7,38122,0.47,27.1,613.6,"Urban",85.3,41.7,60
"56918",2020,2.7,51074,0.3,20.7,1970.1,"Urban",31.4,29.7,31.6
"55289",2019,11.5,47062,0.44,7.3,464.1,"Rural",42.8,56.1,57.6
"30885",2012,5.5,37748,0.29,24.3,1853.8,"Suburban",37,32,26
"18344",2020,3.4,51849,0.4,29.3,87.6,"Suburban",36.4,39.5,33.2
"17583",2013,12.4,46477,0.55,26.4,66.1,"Urban",43.7,9.3,6.1
"45145",2012,2.8,53677,0.41,27.9,94.1,"Rural",57.8,21.4,48.2
"15091",2014,5.3,51074,0.54,24.5,246.9,"Rural",50.4,4.5,54.6
"41150",2014,9.1,61171,0.4,7.1,73.5,"Suburban",63.8,40.1,28.5
"39003",2020,8.9,62642,0.5,15.3,328.9,"Rural",45.1,38.3,11.1
"47258",2012,9,49432,0.46,28.9,121.4,"Suburban",33.4,16.8,46
"12330",2017,10.4,57112,0.42,6.4,130.5,"Suburban",53.9,42,22.6
"58323",2012,7.7,51281,0.34,17.3,267,"Urban",74.5,40.1,52.2
"47504",2013,3.7,54980,0.32,25.7,39.4,"Suburban",75.4,17.5,27.9
"51681",2018,12.1,64003,0.53,9,365.3,"Urban",87.2,19.8,37.3
"41150",2010,13.3,51204,0.5,7.1,189.1,"Urban",71.8,55,37.6
"59524",2012,9.8,45671,0.51,9.3,333.7,"Rural",82.5,32.5,50.3
"21343",2015,12.9,42092,0.44,23.7,157.7,"Suburban",67.9,16.5,10.9
"58586",2018,4.6,54327,0.34,10.6,97.1,"Rural",35.4,17.3,41.9
"17583",2013,6.1,40756,0.46,29.4,231.4,"Rural",87.2,8,38.4
"42033",2010,12.6,59814,0.29,9.9,32.4,"Urban",29.7,28.1,24
"38313",2012,10.2,53007,0.47,26,139,"Urban",81.6,41.8,53.5
"36843",2012,3.9,57960,0.46,21.9,300.9,"Suburban",20.6,47,65.6
"16502",2015,11,41034,0.52,6.6,728,"Suburban",46,5.2,11.6
"33064",2010,13.8,56212,0.32,25.7,75.7,"Urban",47.7,58.7,11.3
"45620",2017,14.1,28126,0.45,5.6,237.1,"Rural",66.4,51.3,48.5
"37226",2010,7.8,59997,0.33,11,169.4,"Urban",51.7,56.2,50.3
"34031",2013,7.8,45103,0.53,22.7,34.9,"Suburban",51.7,10.6,69.9
"35401",2012,4.5,49026,0.34,24.7,1289.5,"Urban",78.2,23.3,6
"28966",2015,8.4,54318,0.44,12.1,310.3,"Suburban",83.6,4.9,40.7
"21343",2010,14.9,52019,0.29,28.1,95.3,"Suburban",42.7,8.1,6.6
"15834",2015,7.7,48199,0.47,6.1,211.3,"Rural",42.2,35.9,29.5
"22395",2017,2.7,68489,0.29,18.7,200.7,"Suburban",46,53.6,48.9
"34143",2016,4.6,50804,0.29,9.1,325,"Rural",68,22.3,10.2
"54594",2014,6.2,52314,0.52,26.8,78.4,"Suburban",21.1,49.3,61.6
"45067",2017,13.6,57706,0.53,27.4,597.9,"Urban",27.7,36.1,14.4
"16351",2018,13.2,42220,0.47,7.7,152.7,"Urban",80.8,32.8,33.4
"43094",2011,2.1,48335,0.29,12.2,145.6,"Urban",76.4,14,69.2
"38745",2016,7.9,54705,0.46,12.1,545.8,"Suburban",85.1,11.1,29.9
"58596",2018,10.1,65951,0.39,24.4,93.4,"Suburban",64.6,18.8,4.9
"33342",2016,5.9,50584,0.29,24.1,76.9,"Urban",88,27.3,63.7
"54817",2011,9.8,50843,0.4,29.1,176.5,"Rural",85.2,8.3,50
"38221",2010,14.7,44885,0.47,8.5,355.6,"Rural",80.7,54.7,37.1
"23298",2013,13.1,59523,0.5,13.9,19.3,"Urban",89,29.3,41.5
"32258",2012,4.9,51792,0.42,15.3,808.6,"Suburban",71.2,41.3,45.1
"34142",2010,7.6,55762,0.42,14,536.7,"Urban",52.8,20.4,54.2
"32170",2014,8.4,56394,0.47,26,107.8,"Suburban",39.9,51.8,58.5
"11430",2019,5.2,51428,0.42,10.9,310,"Urban",86.1,13.6,23.3
"14179",2011,14.8,47192,0.45,11.7,218.7,"Suburban",36.1,44.5,35.7
"41153",2018,5.5,56293,0.47,24.6,451.1,"Suburban",72.8,51.2,34.1
"35051",2018,2.9,59044,0.54,21.9,309.3,"Urban",65.9,37.9,25.6
"53346",2015,8.4,53058,0.38,24.1,475.7,"Urban",25.8,48.1,53.8
"48866",2016,7.8,62398,0.4,10.7,75.6,"Suburban",68.3,25.5,62.4
"15834",2013,13.4,51247,0.41,24.5,44.1,"Urban",55.3,6.2,69.6
"11621",2010,6.2,46153,0.39,6.3,463.9,"Suburban",80.6,32.3,30.6
"38337",2018,6.4,48769,0.45,15.2,162.2,"Suburban",54.5,4.3,26.1
"16189",2013,7.8,50546,0.44,23.9,658,"Urban",79.7,22.2,48.3
"24878",2019,14.4,55356,0.55,22.4,530.5,"Urban",42.1,42,4.3
"29698",2020,3.7,48902,0.5,10.5,527,"Suburban",37.4,37.7,13.5
"43573",2017,7.6,55957,0.46,8.6,256.6,"Urban",35.9,18,57.3
"38745",2014,8.1,46421,0.46,20.1,231.7,"Urban",39.4,21.6,62.1
"48866",2018,5.2,43124,0.41,12.7,846.7,"Suburban",86.8,52.3,7.7
"44864",2013,6,51104,0.3,25,63.7,"Urban",64.5,20.7,49.9
"36362",2020,5.4,42376,0.53,19.4,725.5,"Urban",57.8,12.1,65.4
"16351",2011,6,48191,0.44,18.1,36.9,"Urban",53.8,28.8,17.1
"18617",2014,6.3,48066,0.46,17.3,310.2,"Suburban",32.2,21.9,4.3
"45714",2020,7,51379,0.51,7.2,61.7,"Suburban",55.2,51,14.6
"30421",2020,8.7,53453,0.32,11.3,47.1,"Urban",74.6,45.2,35.4
"43540",2013,10.2,55628,0.37,11.3,328.3,"Urban",41,33.5,36
"35973",2017,4.5,47494,0.41,19.6,233,"Urban",46,31.3,13.4
"14179",2013,9.5,56104,0.36,23.8,52.8,"Urban",50.2,22.6,24
"14179",2020,9.2,53667,0.54,6.7,349.4,"Urban",43.7,56,21.6
"50914",2015,7.5,55219,0.41,8,81.6,"Suburban",55,59.3,60.2
"20733",2014,2,37352,0.5,5.9,222.5,"Rural",46,40.9,50.4
"41025",2017,6.3,39270,0.45,14,98.5,"Urban",52.5,53.1,13
"48424",2020,4.3,52352,0.51,18.8,239.3,"Suburban",50.2,35.8,11.7
"37226",2020,12.1,53014,0.41,25.2,579.2,"Rural",43.2,19.2,52.9
"12838",2010,10.7,49527,0.32,10.4,167.6,"Urban",45,28.3,58.8
"16673",2018,14.9,63550,0.28,16.7,61.7,"Urban",52.1,15.5,17.4
"41463",2011,6.7,53330,0.34,20.9,62.3,"Suburban",83.8,46.6,16.1
"55289",2012,8.9,53636,0.32,11.5,457.8,"Urban",68.1,6.1,16.4
"35401",2017,8,44441,0.35,15.2,237.1,"Suburban",52.4,15,64.9
"10622",2011,11.9,46841,0.45,17,3529.6,"Urban",48.2,15.6,57.9
"51468",2013,8,54746,0.41,20.3,332.1,"Rural",89.4,25.2,52.9
"27937",2013,10,52471,0.48,11.9,148.1,"Urban",43.9,24.4,29.8
"57891",2015,10.7,45187,0.31,5.5,153.5,"Suburban",44.5,41,47.2
"31610",2013,13.1,48679,0.53,25.7,206.1,"Suburban",43,25.1,5.1
"49157",2014,5.4,50289,0.39,21.6,188.6,"Urban",32.9,44.9,48.6
"14588",2020,3.6,64287,0.29,5.7,321.5,"Urban",43.9,23.5,59
"58323",2013,5.6,47725,0.35,22.4,289.6,"Urban",61.6,56.4,22.9
"59524",2018,8.4,41228,0.34,15.3,465.4,"Urban",66.6,39.3,5.9
"44105",2017,10.5,59642,0.46,25.9,28.3,"Suburban",86.3,36.2,24.2
"42137",2019,2.7,60678,0.37,8.3,851.2,"Urban",58.3,32.4,25.9
"53506",2017,8,43298,0.5,11.4,214.6,"Suburban",50.1,12.9,45.8
"54441",2019,3.3,41591,0.31,9.2,518.9,"Suburban",43.1,10.4,22.5
"29698",2012,8.2,56796,0.37,6.1,564,"Urban",30.5,55.6,21.2
"59560",2014,10.8,50792,0.42,28.5,162.7,"Suburban",83,2.8,25.6
"27510",2017,6,42680,0.53,20.6,94.9,"Suburban",65.7,22.9,51.3
"33064",2016,10.9,51998,0.39,28,50.5,"Urban",21.4,47.9,64.2
"37065",2020,6,56252,0.34,18.5,544.7,"Suburban",24.9,34.7,66.3
"29698",2013,5.8,54823,0.35,7.8,256.2,"Suburban",31.5,3.8,43.5
"41694",2013,6.3,54905,0.52,29.5,205.1,"Suburban",59.8,9.2,51.7
"12838",2019,7.5,37528,0.29,26.8,164.5,"Rural",39.8,53.7,2.7
"48273",2013,11.4,50401,0.38,19.9,141.3,"Urban",47.9,60,5
"33342",2017,10.8,47746,0.29,24.7,510.6,"Urban",62.3,54.9,23.5
"23317",2015,14.6,58349,0.43,11.5,394.4,"Urban",57.3,17.4,23.2
"58586",2010,14.4,47863,0.3,11.3,584.2,"Urban",27.2,53,20.3
"53183",2018,13.4,55181,0.42,24.3,192.5,"Suburban",33.1,37.2,69.9
"30056",2018,9.8,52159,0.53,16.5,139.5,"Suburban",51.1,22.9,44.7
"24703",2014,12.1,57299,0.53,17.1,192.6,"Suburban",51,29.2,24.4
"33064",2016,12.3,45594,0.39,8.1,528.2,"Rural",52.8,19,53.4
"41153",2019,4.9,50460,0.32,27.9,311.6,"Urban",63.8,15.1,69.6
"22395",2012,11,55011,0.32,6.5,199.6,"Suburban",87.8,31.7,26
"59107",2019,8.1,68928,0.54,24.6,98.5,"Rural",75,33.8,23.4
"23483",2018,10.2,45439,0.46,29.3,742.6,"Rural",24,41.7,60.7
"54368",2015,11,55764,0.37,14.2,509.5,"Suburban",72.4,58.7,38.8
"35520",2013,13.5,63902,0.48,16.4,135.8,"Suburban",54.4,41.5,53.7
"32103",2014,7.6,51981,0.33,27,238.3,"Rural",21.2,57.6,35.7
"39572",2013,2.3,51388,0.49,25.8,91.7,"Rural",81.2,38.2,61
"34619",2017,10.3,43705,0.35,15.1,286.9,"Suburban",71.4,6.9,61
"48423",2012,10.6,70975,0.47,20.1,99.2,"Suburban",47.3,1.1,38
"42137",2015,7.8,57080,0.39,12.9,253.8,"Suburban",87.1,19.4,24.1
"48866",2017,10.5,58167,0.38,10.4,222.6,"Urban",64.7,8.6,36.9
"30056",2013,10.2,57431,0.53,29.7,20.5,"Urban",89.3,26,18.8
"57896",2017,8.9,62795,0.49,27.6,53,"Rural",40.7,8.5,32.9
"12816",2016,2.1,51035,0.41,24.7,270,"Rural",50,14.1,5.4
"54594",2012,4.6,52845,0.48,29.2,49.1,"Suburban",79.6,49.5,14.4
"31468",2015,7.1,52752,0.46,25.8,134.4,"Suburban",89.7,28.9,36.5
"42608",2013,9.6,52016,0.41,22.9,277.7,"Suburban",59.8,41.9,33
"29373",2013,14,66119,0.36,6.6,601.8,"Urban",86.8,13.7,44.1
"45261",2018,2.2,49321,0.48,9,249.9,"Urban",66.1,2.2,28.9
"54368",2017,8.8,57621,0.39,12.1,80.7,"Rural",77.5,47.8,37.3
"24703",2015,13.2,44573,0.34,9.8,71.6,"Suburban",53.5,25.2,19
"19037",2012,5.9,50748,0.32,26.3,181.9,"Urban",52.4,33.6,10.9
"38665",2018,2.4,63298,0.3,10,470.4,"Suburban",29.9,38.2,9.5
"17419",2018,2.3,51350,0.28,7.2,59.2,"Urban",34.2,33.9,62.6
"17419",2014,12.8,55821,0.37,15.3,652.3,"Urban",29.8,50.3,20.5
"41025",2019,7.7,60672,0.52,20.8,102.5,"Urban",24.3,47.8,45
"20695",2016,14.6,60206,0.44,22.9,170.3,"Rural",43.3,29.6,2.1
"32170",2018,9.1,51140,0.34,16.3,84.1,"Rural",41.4,55.5,21.9
"34142",2018,12.5,54041,0.39,10.5,25,"Suburban",42.8,30.7,31
"22017",2020,8.7,56516,0.5,25.7,259.4,"Urban",52.2,49.1,52
"36056",2020,9.9,50122,0.36,20.4,150,"Urban",86.8,36,8.7
"58020",2013,8.3,45233,0.38,15.6,22.8,"Urban",78.7,36.9,67.9
"25489",2015,3.6,57262,0.41,19.6,190,"Rural",20.1,45.8,45.7
"56918",2011,9.3,60992,0.51,23.6,131.4,"Rural",73.7,17.3,18.1
"23783",2014,12.3,42610,0.32,26.1,323.6,"Suburban",53.5,50.7,31.2
"33805",2015,8.1,34391,0.3,9.8,730.2,"Rural",73.4,25.5,25.2
"35051",2015,7,47169,0.36,19.2,215.1,"Suburban",75.2,42.1,18.6
"54368",2012,5,38047,0.43,26.7,280.2,"Rural",61,13.2,68.6
"58697",2012,3.2,54025,0.46,18.9,302.7,"Suburban",25.7,38,17.2
"23783",2010,10.4,59982,0.53,27.1,210.7,"Urban",28.8,45,68.5
"21116",2020,3.8,58547,0.46,7.6,1890.8,"Suburban",33.4,56,13.9
"55223",2013,2.8,51199,0.39,7.4,84.9,"Rural",59.9,11.2,37.6
"52514",2020,5,47642,0.41,6.4,420.6,"Rural",52.9,54.3,42.7
"54559",2016,10.9,42336,0.45,25.3,3093.8,"Suburban",66.1,26.6,68.3
"58225",2011,9.3,55824,0.45,11.8,78.5,"Suburban",67.7,45.9,30.5
"13968",2011,12.8,44124,0.29,18.2,923.9,"Urban",88,25.5,49.6
"36547",2011,14.4,45474,0.39,26,220.4,"Urban",39.8,32.1,39.4
"57218",2017,8.4,56761,0.5,14.7,252.2,"Urban",72,34.3,58.6
"29461",2012,14.4,50760,0.45,29.1,129.9,"Urban",71,31.9,25.5
"55223",2020,4,52863,0.38,24.4,167,"Urban",35.1,45,6
"24297",2015,11.9,55725,0.31,12.6,145.1,"Suburban",62.3,36.3,34.4
"43094",2011,6.7,48420,0.48,11.4,489.7,"Rural",59.2,40.3,64
"34619",2011,11.6,57715,0.3,25.8,553,"Urban",36.1,20.9,58.8
"47624",2010,13.5,45145,0.42,23.7,1035.6,"Urban",89.3,7.4,17.3
"52050",2014,9.5,48237,0.37,15.6,273.2,"Urban",62.5,30,17.7
"35815",2019,3.8,42600,0.38,26.6,314.1,"Urban",75.7,25.3,65.4
"13968",2020,8.5,43844,0.31,21,88.6,"Rural",33.9,4.2,36.1
"22017",2011,2.9,46917,0.5,23.8,33.5,"Rural",30.3,30.2,22.2
"49118",2016,14,59587,0.53,20,686.5,"Urban",71.2,38.5,39.7
"39958",2014,11.5,48546,0.44,13.3,102.2,"Urban",37.9,31,63.4
"46798",2013,7.9,47001,0.41,18.8,231.2,"Rural",57.7,30.6,58.4
"15091",2014,11.9,43176,0.35,13.4,33.4,"Rural",81.2,7,47.1
"58323",2018,5.3,49119,0.36,12.2,103.2,"Suburban",29.7,8.1,20
"35051",2010,4.8,59063,0.29,11.1,29,"Urban",30.5,6.2,26.7
"43573",2017,2.5,34066,0.39,8,244.9,"Rural",47.2,40.5,68.7
"34343",2017,5.8,48947,0.54,8.2,210.5,"Urban",51.5,38.7,65
"54441",2019,9.5,62937,0.49,17.7,320.5,"Suburban",54.9,26.8,53.3
"33199",2011,14.2,49567,0.48,24.5,343.5,"Urban",38.5,49.5,6
"58323",2014,13.8,42556,0.28,21,442.6,"Urban",23.8,54.9,10.1
"58596",2020,4.3,40782,0.44,5,66.9,"Urban",33.4,23.2,12.7
"49118",2013,13.1,56197,0.29,18.9,262.4,"Suburban",43.2,2.7,50.8
"35973",2011,14.4,46933,0.29,23.7,459.8,"Rural",27.6,7.8,40
"52229",2020,6.8,55234,0.39,7,150.1,"Rural",80.2,44.9,28.5
"59087",2011,3.2,50044,0.34,8.3,80.5,"Urban",20.5,24.3,64.6
"59524",2019,11.3,64698,0.44,22.7,140.2,"Rural",24.1,47.1,49.1
"38337",2019,10,32963,0.33,19.5,416,"Urban",44.6,8.3,56.3
"53935",2018,9.3,53724,0.36,20.3,284.3,"Rural",43.8,58.4,45.1
"59524",2018,6.5,46081,0.52,6.5,68.9,"Rural",34.1,9.6,30.8
"23317",2017,13.2,58896,0.46,29.9,300.1,"Urban",36.1,17.2,26.5
"38860",2016,7.5,57957,0.46,21.9,82.6,"Suburban",52.7,3.1,69.4
"37065",2014,11.3,58350,0.51,16.7,79.2,"Urban",82.9,47.5,24.8
"36843",2011,6.1,60106,0.54,17.3,80.9,"Suburban",28.2,42.7,18.5
"26828",2015,2.9,61666,0.35,9,48.2,"Rural",89.9,30.7,16.8
"50272",2010,9.7,39481,0.39,22.4,375.6,"Urban",57.3,4.9,34.1
"58880",2017,10.4,49005,0.55,7.9,965.2,"Urban",34.3,56.2,2.1
"35401",2013,8.3,52519,0.5,17.7,166.6,"Suburban",51.4,4.7,51.6
"51681",2018,13.5,49620,0.35,26.6,86.8,"Rural",47,55.1,58.9
"46616",2017,4,54798,0.46,22.1,3346,"Rural",34.1,28.6,45.1
"28834",2012,4.3,58590,0.39,14.6,484.2,"Rural",75.1,52.4,33.9
"26641",2017,6.9,38228,0.42,16.6,310.3,"Rural",51.9,28.6,45.1
"33342",2016,8.2,56505,0.36,20.9,162.9,"Suburban",27.2,26.1,17.4
"45339",2017,7.5,53517,0.54,10.4,398.3,"Suburban",20.3,34.4,47.8
"49716",2017,3.1,63133,0.48,18.2,1381.1,"Suburban",33.1,41.1,31.7
"29461",2014,8.8,50745,0.54,27.7,193.2,"Suburban",35.7,47.8,61.7
"17281",2020,3.1,49475,0.37,10.1,387.2,"Urban",76.8,33.2,43.7
"30885",2015,9.1,65355,0.42,23,861.4,"Urban",39.8,17,35
"28834",2018,14.3,49442,0.53,21.9,133.8,"Suburban",41.3,39.4,42.6
"58225",2019,8.9,39021,0.5,22.2,62.6,"Urban",81.7,22,29.6
"17583",2016,2.4,55459,0.51,28.8,104.2,"Rural",58,17.2,52.7
"57896",2012,14.7,58326,0.36,24.1,160,"Rural",58.6,29.6,37.5
"50110",2010,2.3,49435,0.52,7,517.9,"Suburban",45.5,10.5,63.5
"37770",2010,10.6,47555,0.35,15.2,525.7,"Suburban",24.8,15.6,11.3
"33829",2013,3,48431,0.37,17.8,510,"Suburban",69.2,57,57.3
"21273",2020,10.2,60042,0.43,25.9,161.8,"Urban",61.2,32.4,25.7
"10200",2014,4.1,54677,0.38,29.9,275.8,"Rural",59.2,18.5,48.1
"47504",2010,2.2,48344,0.31,20.8,182,"Urban",89,31.5,9.8
"37427",2019,3.6,45185,0.54,7.7,453.8,"Rural",34.8,39.2,53.9
"23483",2012,11.7,50233,0.45,20.2,222.4,"Rural",60.9,58.4,66.2
"46798",2012,10.6,48402,0.33,25.2,189.3,"Urban",62.2,54.4,20
"11482",2011,11.4,62629,0.37,15.6,32.1,"Urban",58,9.3,3.4
"45339",2011,5.9,47195,0.3,26,339.1,"Urban",38.4,22.2,43.7
"36191",2020,12.4,52735,0.35,6.6,333.6,"Rural",24.1,29.7,69.4
