"release_id","member_id","chamber","party","ideology_score","state","date","topic","sentiment_score","contains_attack"
321,158,"House","Republican",0.248504910269811,"TX",2024-01-04,"Budget",0.28,0
322,412,"House","Democrat",-0.0433787454487238,"CO",2024-07-25,"Education",0.58,1
323,344,"House","Republican",-0.203098485516433,"MA",2024-04-01,"Agriculture",0.55,1
324,464,"House","Republican",-0.411235271112723,"WA",2024-05-05,"Health",0.06,1
325,535,"House","Democrat",-0.0897566377071344,"CO",2024-01-01,"Education",0.34,1
326,464,"House","Democrat",0.102277142235742,"GA",2024-11-20,"Technology",-0.31,1
327,338,"House","Republican",-0.00472536825497705,"DE",2024-11-16,"Energy",0.39,0
328,159,"House","Republican",-0.0190203316588774,"NJ",2024-08-20,"Education",-0.32,1
329,266,"House","Democrat",0.480351158354096,"WY",2024-03-04,"Technology",-0.11,0
330,443,"House","Democrat",-0.038150924363697,"WV",2024-09-18,"Energy",-0.38,1
331,287,"House","Republican",-0.195510434184568,"NJ",2024-01-02,"Economy",-0.07,0
332,261,"Senate","Republican",0.00268256032382897,"MD",2024-11-20,"Environment",-0.19,0
333,101,"House","Democrat",-0.570602874692387,"SC",2024-05-12,"Technology",-0.17,0
334,28,"House","Republican",0.0492229070353557,"LA",2024-11-10,"Foreign Policy",0.2,0
335,35,"House","Democrat",0.12273100155223,"MA",2024-12-24,"Budget",0.26,0
336,246,"House","Democrat",0.701486583714633,"CT",2024-06-28,"Education",0,0
337,471,"House","Democrat",0.251648125940338,"NV",2024-01-10,"Health",-0.02,1
338,360,"House","Republican",-0.451760611765871,"AL",2024-04-12,"Foreign Policy",-0.39,1
339,76,"House","Republican",-0.0162665205365807,"UT",2024-05-13,"Foreign Policy",-0.26,1
340,124,"House","Republican",0.273543115007686,"MA",2024-10-01,"Immigration",0.34,0
341,464,"House","Republican",-0.650835334821486,"LA",2024-06-13,"Foreign Policy",0.1,1
342,131,"House","Democrat",0.204280767213902,"CT",2024-06-19,"Immigration",-0.29,1
343,191,"House","Republican",-1.07184818376506,"ME",2024-03-17,"Foreign Policy",-0.81,1
344,179,"House","Democrat",-0.188679414303227,"WI",2024-08-20,"Energy",0.38,0
345,58,"House","Republican",0.498758797053067,"AK",2024-07-21,"Technology",-0.08,1
346,234,"House","Republican",0.0855947487918038,"OK",2024-03-18,"Health",0.29,0
347,420,"House","Republican",-0.215503816713813,"NC",2024-03-10,"Energy",0.12,0
348,290,"House","Republican",-0.712949248459829,"VA",2024-09-19,"Foreign Policy",0.07,0
349,21,"House","Democrat",-0.211290941134823,"HI",2024-01-12,"Agriculture",0.18,1
350,51,"House","Democrat",0.563129300627649,"RI",2024-10-21,"Health",0.28,1
351,249,"House","Republican",-1.06920920181368,"MT",2024-12-23,"Education",-0.47,1
352,57,"House","Republican",0.0834323326899728,"SD",2024-12-25,"Environment",-0.03,1
353,535,"House","Democrat",0.551619461283715,"TX",2024-08-03,"Immigration",-0.16,1
354,457,"House","Democrat",-0.0245585641000672,"WY",2024-04-28,"Energy",0.33,1
355,373,"Senate","Independent",-0.197959463692498,"KY",2024-09-15,"Budget",0.27,0
356,450,"House","Republican",-0.695086461804947,"NY",2024-03-25,"Health",-0.29,0
357,274,"House","Republican",-0.494482819668642,"WI",2024-12-03,"Health",0.09,1
358,250,"House","Democrat",0.39529595961939,"AL",2024-04-23,"Energy",-0.1,1
359,483,"House","Republican",0.198333312887952,"CT",2024-02-06,"Agriculture",0.08,0
360,444,"House","Republican",-0.199389721797957,"NJ",2024-05-06,"Environment",-0.16,1
361,307,"House","Republican",0.279738296316137,"NC",2024-09-21,"Environment",0.46,1
362,495,"House","Republican",0.0897900708614401,"MN",2024-01-30,"Energy",-0.3,1
363,192,"Senate","Republican",0.524672542675202,"TN",2024-04-22,"Budget",0.04,0
364,223,"House","Republican",0.205830539909264,"MI",2024-02-15,"Budget",0.08,0
365,287,"House","Democrat",-0.0134534846712523,"VT",2024-04-24,"Technology",-0.07,0
366,454,"Senate","Republican",0.591211804918944,"AR",2024-11-01,"Education",0.04,0
367,159,"House","Democrat",-0.148616129333062,"NE",2024-09-04,"Budget",0.07,1
368,477,"House","Democrat",0.275430346172722,"ME",2024-05-11,"Budget",-0.06,1
369,178,"House","Republican",-0.217721100257979,"IN",2024-10-30,"Energy",-0.4,1
370,90,"House","Republican",0.138869417098178,"WV",2024-07-20,"Agriculture",-0.16,1
371,467,"House","Republican",1.22144971469363,"VA",2024-05-20,"Energy",-0.54,1
372,207,"House","Republican",0.416785140463099,"WI",2024-12-25,"Technology",0.33,0
373,272,"House","Democrat",-0.414020058874282,"MN",2024-05-31,"Energy",0.34,1
374,372,"Senate","Republican",0.178748706160434,"OK",2024-08-23,"Economy",0.12,1
375,192,"House","Democrat",0.232546830891363,"AR",2024-06-06,"Foreign Policy",-0.48,1
376,254,"House","Republican",0.100959853033059,"VT",2024-12-30,"Immigration",-0.11,1
377,63,"Senate","Democrat",0.39479477476833,"SD",2024-08-26,"Education",-0.15,1
378,233,"House","Republican",0.85677308480994,"IN",2024-06-30,"Budget",-0.11,0
379,253,"House","Republican",0.92787859763711,"SD",2024-01-10,"Health",-0.19,0
380,480,"Senate","Republican",-0.94500181276951,"ND",2024-12-30,"Immigration",-0.02,1
381,116,"House","Republican",-0.386678938475596,"WI",2024-08-26,"Agriculture",-0.05,1
382,25,"House","Republican",-0.460888231806104,"NC",2024-03-05,"Agriculture",0.17,0
383,116,"House","Republican",-0.939211436499813,"OK",2024-04-06,"Technology",-0.3,1
384,150,"House","Republican",0.381865439900385,"AL",2024-04-17,"Technology",-0.28,0
385,350,"Senate","Republican",-0.098784703571027,"CA",2024-02-07,"Budget",-0.53,1
386,26,"Senate","Democrat",-0.39641655308873,"WA",2024-02-18,"Agriculture",-0.3,0
387,232,"Senate","Democrat",-0.870484040573465,"MA",2024-09-11,"Agriculture",0.13,0
388,502,"House","Republican",-0.686333482127493,"WA",2024-04-22,"Agriculture",-0.07,0
389,229,"House","Democrat",0.23395004476471,"ID",2024-09-24,"Economy",0.06,0
390,156,"House","Republican",-0.71219978111828,"WY",2024-11-23,"Education",-0.6,0
391,374,"House","Republican",-0.352081657757998,"MD",2024-01-21,"Environment",-0.28,0
392,431,"House","Republican",0.0838997119243855,"OR",2024-11-22,"Budget",0.38,0
393,329,"Senate","Republican",0.507821318412955,"RI",2024-05-14,"Energy",-0.14,1
394,248,"House","Republican",-0.781573257642432,"AL",2024-10-19,"Education",-0.19,1
395,263,"House","Republican",-0.361449575910836,"ID",2024-12-06,"Agriculture",-0.32,1
396,154,"House","Democrat",0.217543547556507,"WA",2024-09-14,"Foreign Policy",-0.25,0
397,83,"House","Republican",0.0476781910581926,"NV",2024-04-05,"Health",-0.39,1
398,535,"House","Democrat",-0.875758104340359,"WA",2024-10-29,"Budget",0.46,0
399,282,"Senate","Democrat",-0.162864175578257,"KY",2024-08-20,"Foreign Policy",0.21,1
400,327,"House","Democrat",-0.25774454837306,"AK",2024-08-21,"Immigration",0.19,1
401,6,"House","Republican",-0.426357898187992,"OH",2024-07-12,"Education",-0.22,1
402,44,"House","Republican",-0.243670229618794,"IN",2024-12-30,"Education",0.42,1
403,249,"House","Democrat",-0.282108059385939,"OH",2024-05-30,"Immigration",-0.05,0
404,366,"House","Republican",-0.297980944159863,"AZ",2024-05-16,"Budget",0.22,1
405,174,"House","Democrat",-0.434030264163862,"WI",2024-12-17,"Economy",0.1,1
406,149,"House","Independent",0.346854036206752,"MA",2024-05-14,"Energy",0.55,1
407,19,"House","Republican",-0.0290323868660496,"MT",2024-07-21,"Environment",-0.3,1
408,48,"House","Republican",0.111335237349651,"CA",2024-08-12,"Budget",0.06,1
409,266,"House","Democrat",-0.912620266724232,"OH",2024-02-20,"Technology",0.51,0
410,95,"House","Democrat",-0.101310968886163,"MT",2024-10-15,"Technology",0.49,0
411,471,"House","Democrat",-0.426657170985881,"UT",2024-09-29,"Education",0.25,1
412,337,"House","Republican",0.0659986432021359,"IA",2024-09-03,"Agriculture",-0.54,0
413,487,"House","Republican",0.39025887177989,"MS",2024-01-12,"Budget",0.48,0
414,492,"House","Republican",0.125610643561856,"TN",2024-09-16,"Environment",-0.61,1
415,416,"House","Republican",-0.350546606764616,"MI",2024-02-02,"Technology",0.11,0
416,430,"House","Democrat",0.211965521803993,"MA",2024-12-22,"Technology",0.02,1
417,478,"House","Independent",0.396806736265274,"HI",2024-01-01,"Immigration",-0.07,0
418,300,"House","Republican",-0.426653017700864,"AZ",2024-04-25,"Technology",-0.13,1
419,483,"House","Democrat",-0.539103016530016,"VA",2024-09-03,"Foreign Policy",0.22,1
420,237,"House","Republican",0.264035559493926,"SC",2024-10-27,"Technology",-0.23,1
421,349,"Senate","Republican",-0.0887534075875014,"MD",2024-02-22,"Economy",0.25,0
422,372,"House","Republican",0.296916417582723,"CO",2024-07-12,"Health",0.21,1
423,469,"House","Democrat",0.484057226682861,"KY",2024-11-30,"Agriculture",0.16,0
424,278,"House","Democrat",-0.11963807955132,"AR",2024-03-22,"Energy",0.09,0
425,397,"House","Republican",0.314866510918686,"NE",2024-10-28,"Technology",-0.15,1
426,316,"House","Democrat",-0.698713438245387,"OH",2024-10-08,"Agriculture",0.28,0
427,65,"House","Democrat",-0.569001231408196,"AK",2024-03-26,"Health",-0.18,0
428,279,"House","Republican",0.0923510110434743,"LA",2024-11-11,"Immigration",-0.5,1
429,18,"House","Democrat",0.845286443688568,"MT",2024-11-03,"Immigration",0.37,1
430,488,"House","Republican",0.36790833885178,"MD",2024-07-18,"Budget",0.05,0
431,392,"House","Democrat",-0.216032307064688,"RI",2024-11-24,"Foreign Policy",0.21,0
432,244,"House","Republican",0.494292442985253,"IA",2024-07-31,"Education",0.17,1
433,474,"House","Republican",-0.466878346386307,"MO",2024-02-26,"Technology",-0.36,0
434,363,"House","Democrat",-0.234327251077629,"IN",2024-07-01,"Immigration",-0.28,0
435,294,"House","Republican",0.578976561356085,"OK",2024-04-14,"Budget",0.06,1
436,423,"House","Democrat",-0.417080057254046,"AR",2024-11-15,"Agriculture",0.06,1
437,97,"House","Democrat",0.448948680205751,"OH",2024-07-22,"Technology",0.14,0
438,434,"House","Democrat",-0.639357819409905,"NY",2024-10-27,"Technology",-0.67,0
439,27,"House","Republican",0.26540582882597,"ND",2024-07-29,"Education",0.66,0
440,427,"House","Republican",-0.0104804664407652,"ID",2024-11-13,"Education",0.12,0
441,215,"House","Democrat",0.459423759222147,"NJ",2024-05-24,"Budget",0.15,0
442,348,"House","Republican",0.213422269596941,"WV",2024-01-25,"Budget",0.01,0
443,389,"House","Republican",-0.581531948062278,"VA",2024-12-15,"Economy",-0.23,0
444,167,"House","Democrat",-0.0416082159307566,"MN",2024-09-20,"Health",0.59,0
445,346,"House","Republican",-0.346912413040438,"WV",2024-08-26,"Agriculture",0.25,0
446,143,"House","Republican",0.698705506919423,"NC",2024-05-17,"Budget",0.25,0
447,199,"House","Democrat",-0.141368413830321,"VT",2024-02-05,"Energy",0.11,0
448,447,"Senate","Democrat",-0.04793077914891,"MD",2024-10-10,"Health",-0.33,1
449,131,"House","Republican",-0.585071586892443,"MN",2024-02-10,"Immigration",0.45,0
450,22,"House","Republican",-0.342329272335934,"ME",2024-10-04,"Health",-0.4,0
451,134,"House","Republican",-1.01380150403598,"SC",2024-04-20,"Immigration",0.4,0
452,207,"House","Republican",0.621477519827736,"DE",2024-01-30,"Health",0.04,1
453,366,"House","Republican",-0.563424287286647,"WI",2024-10-21,"Economy",-0.04,1
454,432,"House","Republican",-0.570308973500453,"MS",2024-02-21,"Agriculture",-0.08,1
455,24,"House","Democrat",-0.753283348832647,"DE",2024-03-22,"Energy",0.04,0
456,524,"House","Republican",-0.0327155026447136,"PA",2024-04-19,"Technology",0,1
457,366,"House","Democrat",0.17894112711135,"PA",2024-04-12,"Economy",-0.11,0
458,21,"House","Democrat",0.0714412107616186,"KS",2024-05-09,"Foreign Policy",-0.02,0
459,277,"Senate","Democrat",-0.545896815092411,"MS",2024-05-04,"Health",0.08,1
460,181,"House","Republican",-0.0410583361188081,"MN",2024-06-09,"Energy",-0.04,1
461,455,"House","Republican",-0.0542825609414888,"NC",2024-02-25,"Technology",-0.37,1
462,337,"House","Republican",0.47986804582904,"VA",2024-06-30,"Economy",-0.08,1
463,252,"House","Republican",0.390452582910441,"VT",2024-03-05,"Energy",0.04,0
464,10,"House","Republican",-0.496724067272347,"CO",2024-09-02,"Environment",0.27,1
465,135,"House","Republican",0.528698173720035,"NY",2024-06-19,"Agriculture",-0.13,1
466,98,"House","Democrat",-0.126994999062267,"PA",2024-03-22,"Education",0.13,0
467,433,"House","Democrat",0.193699756357624,"IA",2024-03-10,"Budget",-0.49,0
468,297,"House","Democrat",-0.00302157761943534,"ND",2024-08-25,"Agriculture",-0.13,0
469,39,"House","Republican",0.101706594114512,"UT",2024-04-24,"Environment",-0.24,1
470,233,"House","Democrat",-0.599349636380364,"NY",2024-05-22,"Health",0.02,0
471,418,"House","Republican",0.0658458158115339,"OK",2024-05-02,"Environment",-0.28,1
472,365,"House","Democrat",0.0220982577486062,"CT",2024-06-22,"Health",0.04,0
473,516,"House","Democrat",0.115692868315077,"WI",2024-03-12,"Budget",-0.34,1
474,139,"House","Democrat",0.550873367321107,"IL",2024-11-20,"Health",-0.23,0
475,160,"House","Democrat",0.209334376810818,"TX",2024-02-10,"Education",-0.27,1
476,160,"House","Democrat",0.585066922948406,"AL",2024-07-07,"Technology",0.17,1
477,4,"House","Democrat",-0.0407485962927941,"TX",2024-09-06,"Immigration",-0.1,1
478,303,"House","Democrat",-0.26910521815097,"KS",2024-06-12,"Immigration",0.07,1
479,139,"House","Republican",0.114510563218317,"WV",2024-07-19,"Environment",-0.17,1
480,215,"House","Democrat",0.0385269099294752,"HI",2024-11-13,"Budget",-0.36,1
481,7,"House","Democrat",-0.672977068344896,"WI",2024-11-17,"Foreign Policy",0.39,0
482,425,"House","Democrat",-0.303764827421556,"ID",2024-07-12,"Technology",0.52,0
483,447,"House","Republican",0.162542025530894,"NE",2024-12-01,"Education",-0.05,1
484,15,"House","Democrat",-0.405632524822104,"RI",2024-12-10,"Technology",-0.36,0
485,333,"House","Democrat",-0.0927231464811694,"TX",2024-08-28,"Environment",0.6,1
486,190,"House","Republican",0.204518676092147,"LA",2024-11-26,"Agriculture",0.05,1
487,416,"House","Republican",0.102354644087525,"WA",2024-03-18,"Health",-0.38,0
488,501,"Senate","Democrat",-0.116153948478903,"GA",2024-11-30,"Immigration",-0.37,1
489,166,"House","Republican",-0.0417458459610421,"PA",2024-05-04,"Economy",-0.02,0
490,509,"House","Republican",-0.614552485019661,"NV",2024-01-17,"Economy",0.27,0
491,380,"House","Democrat",0.206796248466181,"AR",2024-04-30,"Foreign Policy",-0.6,1
492,55,"House","Republican",0.0155241902181959,"TX",2024-07-01,"Budget",0.35,0
493,505,"House","Democrat",-0.108313946505995,"IA",2024-08-31,"Technology",-0.36,1
494,491,"House","Republican",-0.905871059384667,"TX",2024-03-27,"Foreign Policy",-0.22,1
495,230,"Senate","Democrat",-0.576671154291329,"HI",2024-02-08,"Agriculture",0.15,1
496,238,"House","Democrat",0.641501610888727,"GA",2024-05-20,"Budget",-0.33,1
497,409,"House","Republican",0.749467976408134,"PA",2024-11-21,"Economy",0.01,0
498,369,"House","Republican",-0.216389543276189,"CT",2024-07-07,"Immigration",0,0
499,271,"House","Democrat",-0.0367602746117219,"VA",2024-07-02,"Agriculture",0.18,1
500,69,"Senate","Republican",-0.501295951875712,"WY",2024-08-26,"Immigration",-0.34,1
501,29,"Senate","Independent",-0.557171746268279,"KY",2024-08-06,"Foreign Policy",0.08,1
502,202,"House","Independent",0.468538121213851,"ID",2024-12-20,"Environment",0.32,0
503,117,"House","Democrat",-0.843000084502033,"CA",2024-10-03,"Health",-0.05,0
504,127,"House","Independent",-0.474994718475041,"MD",2024-10-21,"Agriculture",0.22,1
505,167,"House","Republican",0.373119262093451,"UT",2024-04-23,"Immigration",0.35,1
506,31,"House","Democrat",-0.366669098264178,"IN",2024-07-12,"Economy",0.28,0
507,382,"House","Democrat",0.874008167972428,"NJ",2024-09-12,"Economy",0.11,0
508,22,"House","Republican",0.476940415810722,"KS",2024-07-11,"Health",-0.3,1
509,266,"House","Republican",-0.0906094033811331,"MD",2024-12-06,"Environment",0.24,1
510,391,"House","Democrat",-0.0273520432688716,"TX",2024-06-05,"Education",-0.21,1
511,139,"House","Republican",0.536771094337405,"VA",2024-04-20,"Budget",0.39,1
512,297,"Senate","Republican",-0.0897587079380114,"IA",2024-03-27,"Environment",0.05,0
513,209,"House","Republican",-0.671549154716265,"SD",2024-08-02,"Technology",0.49,0
514,256,"House","Republican",0.292899142773777,"KY",2024-03-16,"Environment",-0.57,1
515,96,"House","Democrat",0.406625055167537,"NV",2024-11-23,"Health",-0.41,1
516,105,"Senate","Democrat",0.0181989978108717,"UT",2024-03-02,"Education",-0.06,1
517,139,"House","Democrat",0.638846435694202,"WY",2024-09-25,"Economy",-0.01,1
518,105,"House","Democrat",0.661916580488639,"NE",2024-08-24,"Agriculture",-0.09,1
519,131,"House","Republican",0.245739419269475,"MT",2024-08-21,"Economy",0.07,0
520,474,"Senate","Republican",0.851282346553811,"PA",2024-01-05,"Budget",-0.2,1
521,15,"House","Republican",0.476708881143744,"DE",2024-11-24,"Education",-0.23,1
522,214,"Senate","Democrat",-0.386587794628758,"ID",2024-09-15,"Foreign Policy",-0.19,1
523,454,"House","Democrat",0.142239051488648,"AL",2024-06-22,"Education",-0.27,0
524,308,"House","Republican",0.491537957614094,"ID",2024-03-16,"Agriculture",0.14,0
525,41,"House","Republican",-0.335211960157706,"CO",2024-11-23,"Economy",-0.56,0
526,238,"House","Republican",0.123401822160307,"WA",2024-08-12,"Foreign Policy",-0.54,1
527,229,"Senate","Democrat",-0.464412782645689,"MN",2024-10-19,"Technology",0.48,1
528,112,"House","Republican",1.32935618720124,"OR",2024-03-29,"Environment",-0.09,1
529,418,"House","Democrat",0.577442710586481,"ME",2024-11-16,"Budget",0.66,0
530,326,"House","Republican",-0.303836492274694,"AR",2024-11-19,"Budget",-0.07,0
531,358,"House","Republican",0.585234868338579,"VT",2024-11-03,"Technology",0.18,0
532,459,"House","Republican",0.337259659708112,"ND",2024-04-14,"Economy",0.13,1
533,115,"House","Republican",0.226429576742973,"OH",2024-01-29,"Education",0.27,1
534,137,"House","Democrat",-0.0259493195405454,"OR",2024-11-24,"Economy",0.22,0
535,176,"House","Independent",0.590359232665671,"IA",2024-09-19,"Foreign Policy",-0.27,0
536,179,"House","Republican",0.142363571602146,"CA",2024-08-28,"Technology",-0.25,1
537,479,"House","Republican",-0.221343877582536,"MI",2024-01-14,"Agriculture",0.08,1
538,12,"House","Democrat",0.422104604667036,"NC",2024-10-06,"Energy",-0.54,1
539,523,"House","Republican",-0.00656015799465598,"DE",2024-10-18,"Education",0.32,0
540,36,"House","Republican",0.0364410374144723,"OH",2024-12-10,"Technology",-0.32,1
541,425,"House","Democrat",0.252056557671865,"NJ",2024-02-23,"Budget",0.22,0
542,287,"House","Democrat",0.489600768063595,"VT",2024-01-16,"Technology",0.2,1
543,472,"House","Democrat",-0.574617695401276,"TX",2024-11-25,"Technology",-0.49,0
544,162,"House","Republican",0.290642451983605,"AL",2024-08-09,"Environment",-0.37,0
545,67,"House","Democrat",0.018456433502304,"NV",2024-11-18,"Technology",0.64,1
546,332,"House","Democrat",-0.852458907041401,"VA",2024-08-26,"Environment",-0.12,1
547,38,"House","Democrat",-0.0168424842631444,"DE",2024-07-11,"Environment",-0.17,1
548,477,"Senate","Democrat",-0.431294210420082,"KS",2024-09-06,"Environment",0.26,0
